account_id,bvn,bank_code,bank_name,masked_account_number,account_type,currency,opened_date,status
ACC_0058185,20000058184,FBN,First Bank of Nigeria,89****2989,Savings,NGN,2024-04-14,Active
ACC_0058186,20000058185,WEMA,Wema Bank,64****1588,Current,NGN,2021-11-08,Active
ACC_0058187,20000058186,ZENITH,Zenith Bank,88****2294,Savings,NGN,2020-09-21,Active
ACC_0058188,20000058187,FBN,First Bank of Nigeria,86****1334,Savings,NGN,2019-04-06,Active
ACC_0058189,20000058188,POLARIS,Polaris Bank,11****7867,Savings,NGN,2018-08-31,Active
ACC_0058190,20000058189,WEMA,Wema Bank,29****7444,Savings,NGN,2022-09-07,Active
ACC_0058191,20000058190,ACCESS,Access Bank,91****7268,Wallet,NGN,2022-01-24,Active
ACC_0058192,20000058191,FBN,First Bank of Nigeria,48****1279,Savings,NGN,2018-06-10,Active
ACC_0058193,20000058192,FBN,First Bank of Nigeria,16****9982,Current,NGN,2022-06-23,Active
ACC_0058194,20000058193,UBA,United Bank for Africa,32****0227,Current,NGN,2020-02-26,Active
ACC_0058195,20000058194,ACCESS,Access Bank,83****8941,Wallet,NGN,2017-03-28,Active
ACC_0058196,20000058195,STANBIC,Stanbic IBTC,38****0539,Current,NGN,2022-11-03,Active
ACC_0058197,20000058196,GTB,Guaranty Trust Bank,29****4928,Savings,NGN,2019-03-30,Active
ACC_0058198,20000058197,FIDELITY,Fidelity Bank,18****0815,Savings,NGN,2018-12-28,Active
ACC_0058199,20000058198,UBA,United Bank for Africa,43****4795,Wallet,NGN,2024-01-29,Active
ACC_0058200,20000058199,WEMA,Wema Bank,51****7814,Savings,NGN,2020-04-28,Active
ACC_0058201,20000058200,GTB,Guaranty Trust Bank,59****5161,Savings,NGN,2017-11-11,Active
ACC_0058202,20000058201,FIDELITY,Fidelity Bank,36****6218,Current,NGN,2018-11-11,Closed
ACC_0058203,20000058202,ACCESS,Access Bank,22****2133,Savings,NGN,2022-08-18,Active
ACC_0058204,20000058203,POLARIS,Polaris Bank,14****6542,Savings,NGN,2018-09-25,Active
ACC_0058205,20000058204,ECOBANK,Ecobank,81****1842,Savings,NGN,2022-04-20,Dormant
ACC_0058206,20000058205,POLARIS,Polaris Bank,30****4108,Savings,NGN,2018-03-15,Active
ACC_0058207,20000058206,POLARIS,Polaris Bank,05****5520,Current,NGN,2020-04-01,Active
ACC_0058208,20000058207,UBA,United Bank for Africa,79****1797,Savings,NGN,2019-04-05,Active
ACC_0058209,20000058208,FBN,First Bank of Nigeria,22****6579,Wallet,NGN,2025-09-09,Active
ACC_0058210,20000058209,FIDELITY,Fidelity Bank,34****5134,Savings,NGN,2022-09-04,Active
ACC_0058211,20000058210,FIDELITY,Fidelity Bank,60****5938,Savings,NGN,2021-12-04,Active
ACC_0058212,20000058211,GTB,Guaranty Trust Bank,00****5947,Savings,NGN,2025-07-24,Active
ACC_0058213,20000058212,ECOBANK,Ecobank,15****4082,Savings,NGN,2019-03-05,Active
ACC_0058214,20000058213,FIDELITY,Fidelity Bank,08****3402,Savings,NGN,2023-01-28,Active
ACC_0058215,20000058214,POLARIS,Polaris Bank,54****7337,Savings,NGN,2018-09-11,Active
ACC_0058216,20000058215,WEMA,Wema Bank,79****8108,Savings,NGN,2018-12-11,Active
ACC_0058217,20000058216,POLARIS,Polaris Bank,58****7120,Savings,NGN,2019-01-10,Active
ACC_0058218,20000058217,UBA,United Bank for Africa,44****7673,Savings,NGN,2022-02-27,Active
ACC_0058219,20000058218,STANBIC,Stanbic IBTC,31****9785,Wallet,NGN,2017-09-17,Active
ACC_0058220,20000058219,POLARIS,Polaris Bank,54****4676,Current,NGN,2025-11-27,Active
ACC_0058221,20000058220,GTB,Guaranty Trust Bank,71****4238,Wallet,NGN,2018-08-16,Dormant
ACC_0058222,20000058221,WEMA,Wema Bank,81****3629,Savings,NGN,2021-03-12,Active
ACC_0058223,20000058222,FIDELITY,Fidelity Bank,37****3978,Savings,NGN,2016-09-02,Active
ACC_0058224,20000058223,UBA,United Bank for Africa,98****1291,Savings,NGN,2024-02-03,Active
ACC_0058225,20000058224,ECOBANK,Ecobank,08****4069,Current,NGN,2018-05-31,Active
ACC_0058226,20000058225,POLARIS,Polaris Bank,75****0997,Savings,NGN,2023-04-11,Active
ACC_0058227,20000058226,UBA,United Bank for Africa,26****3517,Savings,NGN,2017-05-17,Dormant
ACC_0058228,20000058227,POLARIS,Polaris Bank,82****7289,Current,NGN,2020-02-13,Active
ACC_0058229,20000058228,WEMA,Wema Bank,42****5626,Savings,NGN,2019-10-11,Active
ACC_0058230,20000058229,ECOBANK,Ecobank,19****0903,Current,NGN,2020-01-21,Active
ACC_0058231,20000058230,ZENITH,Zenith Bank,33****1715,Savings,NGN,2017-04-02,Active
ACC_0058232,20000058231,FBN,First Bank of Nigeria,83****3438,Savings,NGN,2020-11-02,Active
ACC_0058233,20000058232,ECOBANK,Ecobank,50****7508,Savings,NGN,2018-06-09,Active
ACC_0058234,20000058233,FIDELITY,Fidelity Bank,19****5567,Current,NGN,2018-06-06,Dormant
ACC_0058235,20000058234,ACCESS,Access Bank,44****8261,Savings,NGN,2017-05-23,Active
ACC_0058236,20000058235,WEMA,Wema Bank,84****6253,Savings,NGN,2025-12-21,Active
ACC_0058237,20000058236,FIDELITY,Fidelity Bank,88****4204,Current,NGN,2016-03-23,Dormant
ACC_0058238,20000058237,FBN,First Bank of Nigeria,90****3962,Savings,NGN,2024-03-30,Active
ACC_0058239,20000058238,ACCESS,Access Bank,29****6954,Savings,NGN,2022-01-07,Active
ACC_0058240,20000058239,STANBIC,Stanbic IBTC,72****5968,Wallet,NGN,2020-10-08,Active
ACC_0058241,20000058240,GTB,Guaranty Trust Bank,04****3357,Wallet,NGN,2017-06-17,Active
ACC_0058242,20000058241,WEMA,Wema Bank,27****8277,Savings,NGN,2024-06-19,Active
ACC_0058243,20000058242,ECOBANK,Ecobank,31****9548,Savings,NGN,2024-01-05,Active
ACC_0058244,20000058243,ECOBANK,Ecobank,89****3795,Wallet,NGN,2016-02-20,Active
ACC_0058245,20000058244,STANBIC,Stanbic IBTC,61****9623,Savings,NGN,2017-01-02,Active
ACC_0058246,20000058245,FBN,First Bank of Nigeria,71****3420,Savings,NGN,2020-08-04,Active
ACC_0058247,20000058246,FIDELITY,Fidelity Bank,10****5295,Wallet,NGN,2018-01-21,Dormant
ACC_0058248,20000058247,GTB,Guaranty Trust Bank,04****5175,Savings,NGN,2017-12-13,Active
ACC_0058249,20000058248,GTB,Guaranty Trust Bank,01****5217,Current,NGN,2023-05-09,Dormant
ACC_0058250,20000058249,WEMA,Wema Bank,84****3002,Wallet,NGN,2021-12-18,Active
ACC_0058251,20000058250,ACCESS,Access Bank,95****9517,Savings,NGN,2024-06-11,Active
ACC_0058252,20000058251,WEMA,Wema Bank,00****2109,Current,NGN,2021-02-15,Active
ACC_0058253,20000058252,POLARIS,Polaris Bank,99****4052,Savings,NGN,2021-07-16,Active
ACC_0058254,20000058253,GTB,Guaranty Trust Bank,83****3406,Savings,NGN,2022-09-10,Active
ACC_0058255,20000058254,UBA,United Bank for Africa,86****6338,Savings,NGN,2017-03-11,Active
ACC_0058256,20000058255,GTB,Guaranty Trust Bank,75****5789,Savings,NGN,2024-02-20,Active
ACC_0058257,20000058256,FBN,First Bank of Nigeria,75****5150,Savings,NGN,2022-07-02,Active
ACC_0058258,20000058257,WEMA,Wema Bank,60****9662,Savings,NGN,2016-04-13,Active
ACC_0058259,20000058258,WEMA,Wema Bank,66****1141,Savings,NGN,2020-09-03,Active
ACC_0058260,20000058259,UBA,United Bank for Africa,03****1097,Current,NGN,2022-05-27,Dormant
ACC_0058261,20000058260,POLARIS,Polaris Bank,77****2047,Savings,NGN,2019-05-05,Active
ACC_0058262,20000058261,UBA,United Bank for Africa,84****0632,Current,NGN,2023-07-22,Active
ACC_0058263,20000058262,GTB,Guaranty Trust Bank,27****3947,Savings,NGN,2022-08-07,Dormant
ACC_0058264,20000058263,WEMA,Wema Bank,03****8865,Current,NGN,2020-09-20,Active
ACC_0058265,20000058264,UBA,United Bank for Africa,40****4769,Savings,NGN,2021-03-26,Active
ACC_0058266,20000058265,ECOBANK,Ecobank,30****3455,Savings,NGN,2022-06-04,Active
ACC_0058267,20000058266,WEMA,Wema Bank,74****9829,Savings,NGN,2023-08-31,Active
ACC_0058268,20000058267,ECOBANK,Ecobank,38****5718,Savings,NGN,2019-04-18,Active
ACC_0058269,20000058268,UBA,United Bank for Africa,48****4652,Savings,NGN,2018-03-13,Active
ACC_0058270,20000058269,ACCESS,Access Bank,48****2151,Savings,NGN,2019-03-29,Active
ACC_0058271,20000058270,ZENITH,Zenith Bank,34****9653,Savings,NGN,2019-03-04,Active
ACC_0058272,20000058271,WEMA,Wema Bank,22****5970,Savings,NGN,2020-02-28,Closed
ACC_0058273,20000058272,FIDELITY,Fidelity Bank,74****2108,Savings,NGN,2021-04-06,Active
ACC_0058274,20000058273,ECOBANK,Ecobank,62****2173,Savings,NGN,2024-02-18,Active
ACC_0058275,20000058274,GTB,Guaranty Trust Bank,46****7566,Savings,NGN,2022-10-10,Active
ACC_0058276,20000058275,ACCESS,Access Bank,30****1228,Current,NGN,2020-10-12,Active
ACC_0058277,20000058276,ACCESS,Access Bank,96****7464,Savings,NGN,2023-04-20,Active
ACC_0058278,20000058277,UBA,United Bank for Africa,08****1473,Savings,NGN,2020-12-11,Active
ACC_0058279,20000058278,STANBIC,Stanbic IBTC,52****5751,Savings,NGN,2023-09-24,Active
ACC_0058280,20000058279,ECOBANK,Ecobank,87****1251,Savings,NGN,2025-09-01,Active
ACC_0058281,20000058280,WEMA,Wema Bank,29****2287,Savings,NGN,2022-11-20,Dormant
ACC_0058282,20000058281,FBN,First Bank of Nigeria,78****4077,Savings,NGN,2023-11-27,Active
ACC_0058283,20000058282,POLARIS,Polaris Bank,02****5246,Savings,NGN,2016-11-29,Active
ACC_0058284,20000058283,ZENITH,Zenith Bank,05****0986,Savings,NGN,2020-06-11,Active
ACC_0058285,20000058284,ACCESS,Access Bank,20****5300,Savings,NGN,2018-01-12,Active
ACC_0058286,20000058285,ACCESS,Access Bank,76****0826,Savings,NGN,2023-10-16,Active
ACC_0058287,20000058286,ACCESS,Access Bank,32****8287,Savings,NGN,2018-09-09,Active
ACC_0058288,20000058287,GTB,Guaranty Trust Bank,78****0945,Wallet,NGN,2025-05-23,Active
ACC_0058289,20000058288,STANBIC,Stanbic IBTC,85****1619,Savings,NGN,2021-10-17,Active
ACC_0058290,20000058289,POLARIS,Polaris Bank,68****9308,Savings,NGN,2025-12-17,Active
ACC_0058291,20000058290,WEMA,Wema Bank,79****6393,Savings,NGN,2020-05-21,Dormant
ACC_0058292,20000058291,FBN,First Bank of Nigeria,93****0849,Savings,NGN,2025-11-11,Active
ACC_0058293,20000058292,ZENITH,Zenith Bank,79****9987,Savings,NGN,2024-01-30,Active
ACC_0058294,20000058293,FIDELITY,Fidelity Bank,30****8875,Savings,NGN,2024-05-31,Active
ACC_0058295,20000058294,ECOBANK,Ecobank,93****4690,Wallet,NGN,2024-08-23,Active
ACC_0058296,20000058295,ZENITH,Zenith Bank,49****7192,Current,NGN,2022-03-05,Dormant
ACC_0058297,20000058296,UBA,United Bank for Africa,14****6407,Savings,NGN,2023-09-16,Active
ACC_0058298,20000058297,STANBIC,Stanbic IBTC,47****7389,Savings,NGN,2020-11-16,Active
ACC_0058299,20000058298,ECOBANK,Ecobank,83****2728,Wallet,NGN,2016-02-28,Dormant
ACC_0058300,20000058299,ZENITH,Zenith Bank,32****5609,Savings,NGN,2017-12-21,Active
ACC_0058301,20000058300,POLARIS,Polaris Bank,56****0869,Savings,NGN,2025-06-22,Dormant
ACC_0058302,20000058301,UBA,United Bank for Africa,84****5446,Savings,NGN,2025-10-26,Active
ACC_0058303,20000058302,FIDELITY,Fidelity Bank,16****7804,Current,NGN,2024-05-19,Active
ACC_0058304,20000058303,ZENITH,Zenith Bank,03****2842,Savings,NGN,2025-10-06,Active
ACC_0058305,20000058304,GTB,Guaranty Trust Bank,20****5669,Wallet,NGN,2020-01-06,Active
ACC_0058306,20000058305,WEMA,Wema Bank,17****7900,Savings,NGN,2022-01-29,Closed
ACC_0058307,20000058306,FIDELITY,Fidelity Bank,08****8953,Current,NGN,2019-11-21,Active
ACC_0058308,20000058307,ECOBANK,Ecobank,08****6964,Savings,NGN,2017-07-18,Active
ACC_0058309,20000058308,FBN,First Bank of Nigeria,17****2140,Savings,NGN,2020-08-23,Active
ACC_0058310,20000058309,ECOBANK,Ecobank,47****5909,Current,NGN,2020-09-10,Dormant
ACC_0058311,20000058310,UBA,United Bank for Africa,39****4542,Savings,NGN,2020-10-17,Active
ACC_0058312,20000058311,WEMA,Wema Bank,15****5629,Savings,NGN,2019-11-09,Active
ACC_0058313,20000058312,FBN,First Bank of Nigeria,39****6605,Savings,NGN,2025-09-26,Active
ACC_0058314,20000058313,ZENITH,Zenith Bank,23****6675,Wallet,NGN,2021-12-19,Active
ACC_0058315,20000058314,STANBIC,Stanbic IBTC,20****0033,Savings,NGN,2019-05-05,Active
ACC_0058316,20000058315,ECOBANK,Ecobank,72****2568,Current,NGN,2020-12-28,Active
ACC_0058317,20000058316,FBN,First Bank of Nigeria,58****3952,Savings,NGN,2025-12-09,Active
ACC_0058318,20000058317,STANBIC,Stanbic IBTC,95****1164,Savings,NGN,2024-10-20,Active
ACC_0058319,20000058318,ECOBANK,Ecobank,87****1931,Savings,NGN,2017-08-05,Active
ACC_0058320,20000058319,ZENITH,Zenith Bank,85****6716,Current,NGN,2017-07-03,Active
ACC_0058321,20000058320,UBA,United Bank for Africa,77****7174,Savings,NGN,2019-01-22,Active
ACC_0058322,20000058321,GTB,Guaranty Trust Bank,62****5857,Savings,NGN,2025-08-20,Active
ACC_0058323,20000058322,POLARIS,Polaris Bank,42****3917,Savings,NGN,2019-10-25,Active
ACC_0058324,20000058323,FIDELITY,Fidelity Bank,99****6129,Current,NGN,2016-12-31,Active
ACC_0058325,20000058324,ZENITH,Zenith Bank,05****0037,Savings,NGN,2022-03-09,Active
ACC_0058326,20000058325,ZENITH,Zenith Bank,28****4430,Savings,NGN,2016-01-30,Dormant
ACC_0058327,20000058326,WEMA,Wema Bank,37****1893,Savings,NGN,2020-02-18,Active
ACC_0058328,20000058327,ZENITH,Zenith Bank,91****0248,Current,NGN,2020-11-20,Dormant
ACC_0058329,20000058328,ACCESS,Access Bank,19****3957,Wallet,NGN,2023-02-04,Closed
ACC_0058330,20000058329,WEMA,Wema Bank,26****9910,Current,NGN,2023-07-16,Active
ACC_0058331,20000058330,ECOBANK,Ecobank,74****4938,Current,NGN,2016-05-29,Active
ACC_0058332,20000058331,UBA,United Bank for Africa,88****9833,Savings,NGN,2024-04-21,Dormant
ACC_0058333,20000058332,FIDELITY,Fidelity Bank,60****0656,Savings,NGN,2025-11-13,Active
ACC_0058334,20000058333,POLARIS,Polaris Bank,89****2920,Savings,NGN,2021-01-07,Active
ACC_0058335,20000058334,STANBIC,Stanbic IBTC,76****9785,Savings,NGN,2022-05-10,Active
ACC_0058336,20000058335,ZENITH,Zenith Bank,86****1976,Savings,NGN,2021-03-06,Active
ACC_0058337,20000058336,ACCESS,Access Bank,39****3088,Current,NGN,2019-09-06,Active
ACC_0058338,20000058337,FIDELITY,Fidelity Bank,53****6740,Savings,NGN,2023-06-03,Active
ACC_0058339,20000058338,ZENITH,Zenith Bank,00****2200,Wallet,NGN,2024-07-01,Dormant
ACC_0058340,20000058339,GTB,Guaranty Trust Bank,44****9299,Savings,NGN,2016-05-08,Active
ACC_0058341,20000058340,WEMA,Wema Bank,89****6005,Savings,NGN,2021-10-24,Active
ACC_0058342,20000058341,FBN,First Bank of Nigeria,77****0763,Savings,NGN,2016-08-14,Active
ACC_0058343,20000058342,FBN,First Bank of Nigeria,95****0210,Savings,NGN,2017-09-26,Active
ACC_0058344,20000058343,WEMA,Wema Bank,66****3731,Savings,NGN,2021-12-31,Active
ACC_0058345,20000058344,GTB,Guaranty Trust Bank,41****9229,Savings,NGN,2023-04-08,Closed
ACC_0058346,20000058345,ACCESS,Access Bank,66****2397,Savings,NGN,2025-01-17,Active
ACC_0058347,20000058346,UBA,United Bank for Africa,77****5659,Wallet,NGN,2025-07-26,Active
ACC_0058348,20000058347,ACCESS,Access Bank,77****1131,Savings,NGN,2021-12-24,Active
ACC_0058349,20000058348,POLARIS,Polaris Bank,61****6776,Savings,NGN,2021-05-11,Active
ACC_0058350,20000058349,ACCESS,Access Bank,76****3271,Savings,NGN,2024-12-26,Active
ACC_0058351,20000058350,ECOBANK,Ecobank,93****2606,Savings,NGN,2021-09-30,Active
ACC_0058352,20000058351,UBA,United Bank for Africa,74****7220,Savings,NGN,2023-10-25,Active
ACC_0058353,20000058352,ACCESS,Access Bank,82****3243,Savings,NGN,2019-11-12,Dormant
ACC_0058354,20000058353,ECOBANK,Ecobank,26****7361,Savings,NGN,2021-07-11,Active
ACC_0058355,20000058354,ECOBANK,Ecobank,60****4572,Current,NGN,2023-06-14,Active
ACC_0058356,20000058355,FBN,First Bank of Nigeria,84****3925,Savings,NGN,2020-06-14,Closed
ACC_0058357,20000058356,ECOBANK,Ecobank,09****9323,Current,NGN,2025-08-26,Dormant
ACC_0058358,20000058357,ZENITH,Zenith Bank,02****1157,Savings,NGN,2024-12-14,Active
ACC_0058359,20000058358,UBA,United Bank for Africa,17****7422,Savings,NGN,2022-06-28,Active
ACC_0058360,20000058359,FIDELITY,Fidelity Bank,15****8643,Savings,NGN,2021-01-09,Active
ACC_0058361,20000058360,FBN,First Bank of Nigeria,58****6373,Wallet,NGN,2020-10-06,Dormant
ACC_0058362,20000058361,UBA,United Bank for Africa,05****3514,Savings,NGN,2018-03-29,Active
ACC_0058363,20000058362,ZENITH,Zenith Bank,95****7744,Wallet,NGN,2020-04-16,Active
ACC_0058364,20000058363,ACCESS,Access Bank,64****1652,Savings,NGN,2024-03-20,Active
ACC_0058365,20000058364,FIDELITY,Fidelity Bank,72****1539,Savings,NGN,2023-09-16,Active
ACC_0058366,20000058365,WEMA,Wema Bank,28****2430,Wallet,NGN,2023-11-10,Active
ACC_0058367,20000058366,FBN,First Bank of Nigeria,59****1906,Savings,NGN,2019-06-12,Active
ACC_0058368,20000058367,FIDELITY,Fidelity Bank,16****7365,Savings,NGN,2016-08-01,Active
ACC_0058369,20000058368,POLARIS,Polaris Bank,11****3243,Current,NGN,2018-03-11,Active
ACC_0058370,20000058369,GTB,Guaranty Trust Bank,28****5232,Savings,NGN,2020-08-05,Active
ACC_0058371,20000058370,FBN,First Bank of Nigeria,58****3299,Savings,NGN,2020-05-06,Active
ACC_0058372,20000058371,STANBIC,Stanbic IBTC,16****6337,Savings,NGN,2016-04-02,Dormant
ACC_0058373,20000058372,STANBIC,Stanbic IBTC,36****2669,Current,NGN,2018-03-24,Active
ACC_0058374,20000058373,WEMA,Wema Bank,76****0104,Savings,NGN,2021-06-23,Active
ACC_0058375,20000058374,WEMA,Wema Bank,20****7918,Savings,NGN,2017-12-17,Active
ACC_0058376,20000058375,POLARIS,Polaris Bank,61****6065,Savings,NGN,2023-02-19,Dormant
ACC_0058377,20000058376,FBN,First Bank of Nigeria,39****5451,Savings,NGN,2020-09-14,Active
ACC_0058378,20000058377,GTB,Guaranty Trust Bank,60****4107,Savings,NGN,2017-06-25,Active
ACC_0058379,20000058378,ECOBANK,Ecobank,80****0406,Savings,NGN,2016-10-27,Dormant
ACC_0058380,20000058379,ZENITH,Zenith Bank,90****6887,Savings,NGN,2016-01-21,Active
ACC_0058381,20000058380,GTB,Guaranty Trust Bank,04****5345,Savings,NGN,2016-03-18,Active
ACC_0058382,20000058381,POLARIS,Polaris Bank,83****7014,Current,NGN,2025-09-23,Active
ACC_0058383,20000058382,UBA,United Bank for Africa,09****3559,Savings,NGN,2024-08-11,Dormant
ACC_0058384,20000058383,ECOBANK,Ecobank,44****1585,Savings,NGN,2017-05-25,Active
ACC_0058385,20000058384,GTB,Guaranty Trust Bank,75****7565,Savings,NGN,2018-08-05,Active
ACC_0058386,20000058385,ECOBANK,Ecobank,24****6044,Savings,NGN,2017-08-13,Active
ACC_0058387,20000058386,FBN,First Bank of Nigeria,45****4748,Savings,NGN,2016-10-22,Active
ACC_0058388,20000058387,FIDELITY,Fidelity Bank,38****8319,Savings,NGN,2022-05-09,Active
ACC_0058389,20000058388,ZENITH,Zenith Bank,23****5343,Current,NGN,2022-02-26,Active
ACC_0058390,20000058389,STANBIC,Stanbic IBTC,69****0454,Savings,NGN,2018-09-11,Active
ACC_0058391,20000058390,ECOBANK,Ecobank,48****7978,Savings,NGN,2025-09-01,Active
ACC_0058392,20000058391,GTB,Guaranty Trust Bank,24****9610,Savings,NGN,2025-11-29,Active
ACC_0058393,20000058392,FIDELITY,Fidelity Bank,09****0072,Current,NGN,2021-04-27,Active
ACC_0058394,20000058393,UBA,United Bank for Africa,87****2755,Savings,NGN,2018-04-27,Active
ACC_0058395,20000058394,WEMA,Wema Bank,89****0003,Savings,NGN,2018-02-01,Active
ACC_0058396,20000058395,FIDELITY,Fidelity Bank,22****8696,Current,NGN,2022-11-13,Active
ACC_0058397,20000058396,UBA,United Bank for Africa,71****9402,Savings,NGN,2020-04-29,Active
ACC_0058398,20000058397,UBA,United Bank for Africa,49****1401,Current,NGN,2024-02-25,Dormant
ACC_0058399,20000058398,ZENITH,Zenith Bank,74****7387,Current,NGN,2022-12-12,Active
ACC_0058400,20000058399,FBN,First Bank of Nigeria,03****2133,Savings,NGN,2025-11-05,Active
ACC_0058401,20000058400,ACCESS,Access Bank,35****5245,Savings,NGN,2019-04-05,Active
ACC_0058402,20000058401,ACCESS,Access Bank,98****8299,Savings,NGN,2016-11-02,Active
ACC_0058403,20000058402,ECOBANK,Ecobank,44****3234,Current,NGN,2022-12-11,Active
ACC_0058404,20000058403,ZENITH,Zenith Bank,13****0463,Savings,NGN,2018-03-28,Active
ACC_0058405,20000058404,ACCESS,Access Bank,80****7296,Savings,NGN,2020-05-28,Active
ACC_0058406,20000058405,WEMA,Wema Bank,38****8808,Savings,NGN,2023-06-03,Active
ACC_0058407,20000058406,STANBIC,Stanbic IBTC,00****2097,Savings,NGN,2023-08-26,Active
ACC_0058408,20000058407,POLARIS,Polaris Bank,50****9288,Savings,NGN,2024-07-15,Active
ACC_0058409,20000058408,FIDELITY,Fidelity Bank,85****4291,Savings,NGN,2016-11-21,Active
ACC_0058410,20000058409,WEMA,Wema Bank,57****3794,Savings,NGN,2021-04-29,Active
ACC_0058411,20000058410,ZENITH,Zenith Bank,74****3835,Savings,NGN,2018-05-13,Closed
ACC_0058412,20000058411,GTB,Guaranty Trust Bank,93****0704,Savings,NGN,2016-11-17,Dormant
ACC_0058413,20000058412,ECOBANK,Ecobank,25****5461,Savings,NGN,2021-12-09,Closed
ACC_0058414,20000058413,UBA,United Bank for Africa,13****1392,Savings,NGN,2018-03-28,Closed
ACC_0058415,20000058414,FIDELITY,Fidelity Bank,99****0184,Savings,NGN,2023-10-08,Active
ACC_0058416,20000058415,POLARIS,Polaris Bank,39****6061,Current,NGN,2023-02-14,Active
ACC_0058417,20000058416,UBA,United Bank for Africa,36****2331,Savings,NGN,2021-01-07,Active
ACC_0058418,20000058417,ECOBANK,Ecobank,16****0259,Savings,NGN,2020-08-12,Dormant
ACC_0058419,20000058418,STANBIC,Stanbic IBTC,95****3716,Current,NGN,2023-02-12,Active
ACC_0058420,20000058419,FBN,First Bank of Nigeria,21****9137,Savings,NGN,2019-05-28,Active
ACC_0058421,20000058420,FBN,First Bank of Nigeria,49****9134,Savings,NGN,2019-02-21,Active
ACC_0058422,20000058421,STANBIC,Stanbic IBTC,73****1772,Savings,NGN,2017-09-07,Active
ACC_0058423,20000058422,FBN,First Bank of Nigeria,05****6114,Current,NGN,2023-03-12,Active
ACC_0058424,20000058423,STANBIC,Stanbic IBTC,36****7928,Savings,NGN,2018-09-11,Active
ACC_0058425,20000058424,WEMA,Wema Bank,56****7285,Savings,NGN,2025-02-25,Active
ACC_0058426,20000058425,GTB,Guaranty Trust Bank,48****6311,Savings,NGN,2024-03-25,Active
ACC_0058427,20000058426,GTB,Guaranty Trust Bank,36****7270,Current,NGN,2019-09-27,Active
ACC_0058428,20000058427,GTB,Guaranty Trust Bank,68****6996,Savings,NGN,2023-01-24,Active
ACC_0058429,20000058428,FIDELITY,Fidelity Bank,47****4828,Savings,NGN,2021-06-10,Active
ACC_0058430,20000058429,ZENITH,Zenith Bank,21****5490,Savings,NGN,2023-02-26,Active
ACC_0058431,20000058430,FIDELITY,Fidelity Bank,39****6414,Current,NGN,2018-08-11,Active
ACC_0058432,20000058431,FBN,First Bank of Nigeria,09****3899,Savings,NGN,2024-03-04,Active
ACC_0058433,20000058432,ACCESS,Access Bank,66****9938,Savings,NGN,2021-08-23,Active
ACC_0058434,20000058433,ACCESS,Access Bank,01****9706,Current,NGN,2021-05-21,Dormant
ACC_0058435,20000058434,UBA,United Bank for Africa,06****4540,Savings,NGN,2024-08-19,Active
ACC_0058436,20000058435,FBN,First Bank of Nigeria,85****5068,Current,NGN,2020-04-26,Active
ACC_0058437,20000058436,ECOBANK,Ecobank,33****5669,Savings,NGN,2023-01-19,Active
ACC_0058438,20000058437,GTB,Guaranty Trust Bank,89****9730,Savings,NGN,2020-11-18,Active
ACC_0058439,20000058438,GTB,Guaranty Trust Bank,55****5073,Current,NGN,2021-02-24,Dormant
ACC_0058440,20000058439,ECOBANK,Ecobank,30****5905,Savings,NGN,2023-01-25,Active
ACC_0058441,20000058440,POLARIS,Polaris Bank,48****3660,Savings,NGN,2018-06-27,Active
ACC_0058442,20000058441,ACCESS,Access Bank,43****8224,Current,NGN,2025-10-07,Dormant
ACC_0058443,20000058442,WEMA,Wema Bank,53****2511,Savings,NGN,2017-03-01,Active
ACC_0058444,20000058443,FIDELITY,Fidelity Bank,32****0576,Current,NGN,2018-05-28,Active
ACC_0058445,20000058444,FBN,First Bank of Nigeria,97****8686,Savings,NGN,2019-07-06,Active
ACC_0058446,20000058445,FBN,First Bank of Nigeria,67****0197,Savings,NGN,2024-06-16,Dormant
ACC_0058447,20000058446,FBN,First Bank of Nigeria,01****9000,Savings,NGN,2022-06-01,Active
ACC_0058448,20000058447,STANBIC,Stanbic IBTC,68****6472,Current,NGN,2022-06-23,Dormant
ACC_0058449,20000058448,UBA,United Bank for Africa,84****5659,Savings,NGN,2022-09-29,Active
ACC_0058450,20000058449,GTB,Guaranty Trust Bank,38****9985,Savings,NGN,2025-09-22,Active
ACC_0058451,20000058450,UBA,United Bank for Africa,28****1769,Savings,NGN,2020-03-04,Active
ACC_0058452,20000058451,UBA,United Bank for Africa,04****1915,Savings,NGN,2020-10-04,Active
ACC_0058453,20000058452,FBN,First Bank of Nigeria,38****0138,Savings,NGN,2024-02-08,Active
ACC_0058454,20000058453,ECOBANK,Ecobank,55****6372,Wallet,NGN,2022-01-23,Dormant
ACC_0058455,20000058454,ACCESS,Access Bank,44****3804,Current,NGN,2023-07-22,Active
ACC_0058456,20000058455,ACCESS,Access Bank,59****0533,Current,NGN,2025-11-05,Active
ACC_0058457,20000058456,GTB,Guaranty Trust Bank,87****2502,Wallet,NGN,2017-11-20,Active
ACC_0058458,20000058457,ZENITH,Zenith Bank,06****4166,Wallet,NGN,2025-01-19,Active
ACC_0058459,20000058458,WEMA,Wema Bank,12****7394,Savings,NGN,2023-12-03,Active
ACC_0058460,20000058459,GTB,Guaranty Trust Bank,84****0576,Savings,NGN,2020-11-05,Active
ACC_0058461,20000058460,POLARIS,Polaris Bank,24****1667,Savings,NGN,2017-11-14,Active
ACC_0058462,20000058461,ACCESS,Access Bank,11****3605,Savings,NGN,2022-08-22,Active
