bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000037931,Olu,Abdullahi,Male,37,1989-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000037932,Ibrahim,Mohammed,Male,60,1966-01-01,Married,Nigerian,Employed,Accountant,NGO,Diploma,19.0
20000037933,Amaka,Abdullahi,Female,21,2005-01-01,Married,Nigerian,Student,Student,,PhD,
20000037934,Sade,Ogunleye,Female,25,2001-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000037935,Kemi,Abdullahi,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000037936,Ibrahim,Balogun,Male,24,2002-01-01,Widowed,Nigerian,Employed,Accountant,Informal,Diploma,1.0
20000037937,Ibrahim,Okoye,Male,45,1981-01-01,Divorced,Nigerian,Employed,Engineer,NGO,Primary,12.0
20000037938,Sade,Sadiq,Female,59,1967-01-01,Married,Nigerian,Employed,Teacher,NGO,Bachelors,26.0
20000037939,Fatima,Okoye,Female,26,2000-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Diploma,6.0
20000037940,Musa,Lawal,Male,46,1980-01-01,Single,Nigerian,Self-Employed,Consultant,Informal,Bachelors,10.0
20000037941,Ibrahim,Abdullahi,Male,38,1988-01-01,Married,Nigerian,Self-Employed,Trader,Private,PhD,11.0
20000037942,Sadiq,Adeyemi,Male,42,1984-01-01,Divorced,Nigerian,Employed,Analyst,Public,PhD,8.0
20000037943,Sadiq,Adeyemi,Male,37,1989-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000037944,Amaka,Okafor,Female,61,1965-01-01,Divorced,Nigerian,Employed,Engineer,NGO,Diploma,5.0
20000037945,Fatima,Balogun,Female,23,2003-01-01,Married,Nigerian,Self-Employed,Consultant,NGO,Bachelors,0.0
20000037946,Emeka,Lawal,Male,41,1985-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Bachelors,23.0
20000037947,Bisi,Akinwale,Female,63,1963-01-01,Married,Nigerian,Self-Employed,Trader,NGO,PhD,8.0
20000037948,Funke,Balogun,Female,20,2006-01-01,Married,Nigerian,Student,Student,,Diploma,
20000037949,Emeka,Balogun,Male,47,1979-01-01,Married,Nigerian,Employed,Engineer,NGO,Primary,23.0
20000037950,Yusuf,Sadiq,Male,47,1979-01-01,Married,Nigerian,Employed,Accountant,Public,PhD,23.0
20000037951,Yusuf,Balogun,Male,46,1980-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Primary,21.0
20000037952,Ngozi,Ogunleye,Female,24,2002-01-01,Widowed,Nigerian,Employed,Civil Servant,Informal,Diploma,6.0
20000037953,Bisi,Okafor,Female,63,1963-01-01,Married,Nigerian,Unemployed,None,,Diploma,
20000037954,Ade,Mohammed,Male,34,1992-01-01,Married,Nigerian,Unemployed,None,,Masters,
20000037955,Musa,Abdullahi,Male,30,1996-01-01,Single,Nigerian,Employed,Teacher,Private,Secondary,2.0
20000037956,Ade,Adeyemi,Male,49,1977-01-01,Married,Nigerian,Employed,Accountant,Informal,Primary,24.0
20000037957,Aisha,Abdullahi,Female,56,1970-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000037958,Funke,Adeyemi,Female,65,1961-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000037959,Bisi,Balogun,Female,43,1983-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000037960,Ngozi,Balogun,Female,30,1996-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000037961,Musa,Mohammed,Male,31,1995-01-01,Married,Nigerian,Employed,Civil Servant,Public,PhD,10.0
20000037962,Olu,Balogun,Male,28,1998-01-01,Widowed,Nigerian,Self-Employed,Farmer,NGO,Primary,4.0
20000037963,Sade,Balogun,Female,67,1959-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000037964,Olu,Balogun,Male,42,1984-01-01,Single,Nigerian,Employed,Civil Servant,Informal,Bachelors,18.0
20000037965,Halima,Mohammed,Female,50,1976-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000037966,Emeka,Ogunleye,Male,32,1994-01-01,Single,Nigerian,Employed,Analyst,Private,Primary,0.0
20000037967,Bisi,Balogun,Female,51,1975-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000037968,Tunde,Lawal,Male,22,2004-01-01,Divorced,Nigerian,Self-Employed,Trader,Public,Diploma,3.0
20000037969,Chinedu,Okafor,Male,69,1957-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000037970,Funke,Lawal,Female,27,1999-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Secondary,2.0
20000037971,Chinedu,Okoye,Male,55,1971-01-01,Single,Nigerian,Employed,Analyst,Informal,Masters,29.0
20000037972,Sadiq,Sadiq,Male,57,1969-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000037973,Emeka,Sadiq,Male,25,2001-01-01,Married,Nigerian,Employed,Civil Servant,Public,Bachelors,6.0
20000037974,Bisi,Balogun,Female,21,2005-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000037975,Funke,Okoye,Female,23,2003-01-01,Single,Nigerian,Student,Student,,PhD,
20000037976,Zainab,Abdullahi,Female,51,1975-01-01,Married,Nigerian,Self-Employed,Farmer,NGO,Primary,26.0
20000037977,Sadiq,Abdullahi,Male,69,1957-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000037978,Sadiq,Akinwale,Male,32,1994-01-01,Single,Nigerian,Student,Student,,PhD,
20000037979,Funke,Okafor,Female,66,1960-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000037980,Zainab,Okafor,Female,23,2003-01-01,Divorced,Nigerian,Self-Employed,Consultant,Informal,Primary,3.0
20000037981,Aisha,Okafor,Female,63,1963-01-01,Divorced,Nigerian,Employed,Accountant,Informal,Masters,12.0
20000037982,Tunde,Okoye,Male,22,2004-01-01,Single,Nigerian,Employed,Civil Servant,Informal,PhD,3.0
20000037983,Zainab,Abdullahi,Female,36,1990-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000037984,Yusuf,Sadiq,Male,23,2003-01-01,Divorced,Nigerian,Unemployed,None,,PhD,
20000037985,Musa,Sadiq,Male,51,1975-01-01,Divorced,Nigerian,Self-Employed,Trader,Public,Bachelors,20.0
20000037986,Kunle,Lawal,Male,18,2008-01-01,Married,Nigerian,Student,Student,,Primary,
20000037987,Bisi,Lawal,Female,26,2000-01-01,Married,Nigerian,Self-Employed,Consultant,Public,PhD,2.0
20000037988,Fatima,Sadiq,Female,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000037989,Sadiq,Adeyemi,Male,41,1985-01-01,Married,Nigerian,Employed,Accountant,Private,Primary,16.0
20000037990,Halima,Akinwale,Female,49,1977-01-01,Married,Nigerian,Employed,Analyst,Informal,Primary,20.0
20000037991,Olu,Akinwale,Male,70,1956-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000037992,Kunle,Mohammed,Male,73,1953-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000037993,Fatima,Balogun,Female,41,1985-01-01,Widowed,Nigerian,Unemployed,None,,Primary,
20000037994,Ibrahim,Akinwale,Male,53,1973-01-01,Single,Nigerian,Self-Employed,Consultant,Informal,Primary,13.0
20000037995,Amaka,Okoye,Female,71,1955-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000037996,Chinedu,Adeyemi,Male,44,1982-01-01,Divorced,Nigerian,Self-Employed,Farmer,NGO,Secondary,23.0
20000037997,Yusuf,Okafor,Male,22,2004-01-01,Married,Nigerian,Employed,Civil Servant,Private,Masters,2.0
20000037998,Olu,Balogun,Male,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000037999,Bisi,Sadiq,Female,42,1984-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038000,Ade,Sadiq,Male,52,1974-01-01,Married,Nigerian,Self-Employed,Consultant,Public,Diploma,7.0
20000038001,Funke,Lawal,Female,32,1994-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000038002,Olu,Abdullahi,Male,63,1963-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,PhD,27.0
20000038003,Zainab,Okoye,Female,64,1962-01-01,Married,Nigerian,Self-Employed,Artisan,Public,Diploma,34.0
20000038004,Zainab,Akinwale,Female,55,1971-01-01,Divorced,Nigerian,Self-Employed,Farmer,NGO,PhD,3.0
20000038005,Bisi,Okoye,Female,38,1988-01-01,Widowed,Nigerian,Employed,Analyst,Public,Bachelors,18.0
20000038006,Musa,Okoye,Male,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000038007,Musa,Abdullahi,Male,75,1951-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000038008,Zainab,Lawal,Female,50,1976-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000038009,Fatima,Mohammed,Female,24,2002-01-01,Divorced,Nigerian,Employed,Engineer,Private,Primary,0.0
20000038010,Fatima,Adeyemi,Female,32,1994-01-01,Divorced,Nigerian,Employed,Analyst,Informal,Masters,0.0
20000038011,Ibrahim,Mohammed,Male,46,1980-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000038012,Olu,Okafor,Male,60,1966-01-01,Married,Nigerian,Employed,Civil Servant,Informal,PhD,3.0
20000038013,Emeka,Balogun,Male,54,1972-01-01,Married,Nigerian,Employed,Civil Servant,Informal,Secondary,5.0
20000038014,Bisi,Okafor,Female,47,1979-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000038015,Kemi,Balogun,Female,35,1991-01-01,Single,Nigerian,Self-Employed,Trader,NGO,Masters,17.0
20000038016,Bisi,Lawal,Female,41,1985-01-01,Single,Nigerian,Student,Student,,Primary,
20000038017,Emeka,Balogun,Male,29,1997-01-01,Married,Nigerian,Employed,Analyst,Private,Secondary,1.0
20000038018,Sadiq,Balogun,Male,50,1976-01-01,Married,Nigerian,Employed,Teacher,Private,PhD,19.0
20000038019,Musa,Balogun,Male,45,1981-01-01,Single,Nigerian,Employed,Teacher,Public,Secondary,8.0
20000038020,Zainab,Mohammed,Female,57,1969-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000038021,Sade,Sadiq,Female,27,1999-01-01,Widowed,Nigerian,Employed,Teacher,Informal,Diploma,4.0
20000038022,Ibrahim,Lawal,Male,49,1977-01-01,Single,Nigerian,Self-Employed,Consultant,Private,Bachelors,29.0
20000038023,Musa,Abdullahi,Male,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038024,Musa,Okafor,Male,41,1985-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000038025,Kunle,Okoye,Male,22,2004-01-01,Married,Nigerian,Self-Employed,Farmer,NGO,Masters,1.0
20000038026,Aisha,Okoye,Female,26,2000-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000038027,Sadiq,Abdullahi,Male,33,1993-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,2.0
20000038028,Chinedu,Balogun,Male,75,1951-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000038029,Chinedu,Abdullahi,Male,27,1999-01-01,Widowed,Nigerian,Employed,Teacher,Informal,Secondary,7.0
20000038030,Ade,Ogunleye,Male,58,1968-01-01,Single,Nigerian,Employed,Teacher,Private,Diploma,13.0
20000038031,Sadiq,Okafor,Male,23,2003-01-01,Widowed,Nigerian,Self-Employed,Artisan,Private,Masters,1.0
20000038032,Halima,Abdullahi,Female,27,1999-01-01,Divorced,Nigerian,Employed,Analyst,Informal,Primary,0.0
20000038033,Zainab,Ogunleye,Female,60,1966-01-01,Single,Nigerian,Employed,Accountant,Public,Primary,5.0
20000038034,Tunde,Akinwale,Male,43,1983-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000038035,Ibrahim,Lawal,Male,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038036,Halima,Balogun,Female,60,1966-01-01,Married,Nigerian,Student,Student,,Secondary,
20000038037,Musa,Sadiq,Male,60,1966-01-01,Single,Nigerian,Self-Employed,Consultant,NGO,Bachelors,38.0
20000038038,Zainab,Okoye,Female,35,1991-01-01,Married,Nigerian,Unemployed,None,,PhD,
20000038039,Yusuf,Ogunleye,Male,51,1975-01-01,Divorced,Nigerian,Employed,Analyst,Private,PhD,33.0
20000038040,Sade,Sadiq,Female,52,1974-01-01,Widowed,Nigerian,Employed,Analyst,Private,PhD,28.0
20000038041,Sade,Abdullahi,Female,72,1954-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000038042,Yusuf,Sadiq,Male,56,1970-01-01,Divorced,Nigerian,Employed,Accountant,NGO,PhD,3.0
20000038043,Kemi,Okafor,Female,51,1975-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000038044,Ade,Mohammed,Male,55,1971-01-01,Married,Nigerian,Employed,Accountant,Public,Primary,13.0
20000038045,Sade,Mohammed,Female,31,1995-01-01,Widowed,Nigerian,Unemployed,None,,PhD,
20000038046,Kemi,Okoye,Female,25,2001-01-01,Divorced,Nigerian,Self-Employed,Artisan,NGO,Bachelors,3.0
20000038047,Sade,Mohammed,Female,56,1970-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,Masters,18.0
20000038048,Fatima,Abdullahi,Female,32,1994-01-01,Divorced,Nigerian,Self-Employed,Farmer,Public,Masters,12.0
20000038049,Emeka,Abdullahi,Male,22,2004-01-01,Single,Nigerian,Employed,Teacher,Public,Primary,2.0
20000038050,Ngozi,Sadiq,Female,45,1981-01-01,Single,Nigerian,Employed,Accountant,Public,Masters,5.0
20000038051,Kunle,Okoye,Male,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000038052,Tunde,Okoye,Male,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000038053,Fatima,Sadiq,Female,36,1990-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,Secondary,14.0
20000038054,Bisi,Adeyemi,Female,55,1971-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Bachelors,33.0
20000038055,Sade,Abdullahi,Female,29,1997-01-01,Widowed,Nigerian,Employed,Analyst,NGO,Bachelors,9.0
20000038056,Sadiq,Lawal,Male,27,1999-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038057,Sadiq,Akinwale,Male,28,1998-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038058,Emeka,Akinwale,Male,32,1994-01-01,Single,Nigerian,Employed,Accountant,NGO,Diploma,0.0
20000038059,Sade,Okafor,Female,39,1987-01-01,Married,Nigerian,Student,Student,,Masters,
20000038060,Musa,Abdullahi,Male,61,1965-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Masters,18.0
20000038061,Emeka,Okafor,Male,65,1961-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000038062,Funke,Mohammed,Female,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000038063,Kunle,Ogunleye,Male,45,1981-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000038064,Zainab,Sadiq,Female,65,1961-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000038065,Sadiq,Adeyemi,Male,45,1981-01-01,Single,Nigerian,Unemployed,None,,Secondary,
20000038066,Sadiq,Lawal,Male,55,1971-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000038067,Musa,Sadiq,Male,45,1981-01-01,Married,Nigerian,Self-Employed,Artisan,Public,Diploma,2.0
20000038068,Aisha,Akinwale,Female,29,1997-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,PhD,7.0
20000038069,Musa,Okafor,Male,26,2000-01-01,Married,Nigerian,Employed,Civil Servant,Private,PhD,0.0
20000038070,Musa,Ogunleye,Male,41,1985-01-01,Divorced,Nigerian,Self-Employed,Trader,Public,Secondary,5.0
20000038071,Ngozi,Akinwale,Female,57,1969-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Diploma,23.0
20000038072,Musa,Abdullahi,Male,39,1987-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Secondary,4.0
20000038073,Fatima,Ogunleye,Female,71,1955-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038074,Ngozi,Akinwale,Female,40,1986-01-01,Divorced,Nigerian,Employed,Teacher,Informal,PhD,13.0
20000038075,Funke,Okafor,Female,23,2003-01-01,Divorced,Nigerian,Employed,Analyst,Private,Primary,3.0
20000038076,Yusuf,Akinwale,Male,20,2006-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000038077,Ade,Balogun,Male,55,1971-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000038078,Kemi,Mohammed,Female,47,1979-01-01,Divorced,Nigerian,Unemployed,None,,Bachelors,
20000038079,Aisha,Lawal,Female,37,1989-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Secondary,1.0
20000038080,Aisha,Akinwale,Female,32,1994-01-01,Widowed,Nigerian,Self-Employed,Artisan,Public,Bachelors,5.0
20000038081,Sadiq,Balogun,Male,54,1972-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000038082,Fatima,Balogun,Female,55,1971-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000038083,Kemi,Adeyemi,Female,39,1987-01-01,Widowed,Nigerian,Employed,Analyst,Private,Masters,15.0
20000038084,Musa,Abdullahi,Male,56,1970-01-01,Single,Nigerian,Student,Student,,PhD,
20000038085,Sadiq,Balogun,Male,58,1968-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000038086,Amaka,Lawal,Female,31,1995-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,Primary,13.0
20000038087,Yusuf,Ogunleye,Male,52,1974-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Masters,9.0
20000038088,Olu,Sadiq,Male,28,1998-01-01,Married,Nigerian,Employed,Accountant,Informal,Diploma,6.0
20000038089,Musa,Abdullahi,Male,61,1965-01-01,Single,Nigerian,Student,Student,,Primary,
20000038090,Aisha,Mohammed,Female,56,1970-01-01,Divorced,Nigerian,Employed,Analyst,Private,Masters,23.0
20000038091,Kunle,Okoye,Male,21,2005-01-01,Married,Nigerian,Student,Student,,Secondary,
20000038092,Aisha,Ogunleye,Female,35,1991-01-01,Divorced,Nigerian,Employed,Teacher,Private,Primary,3.0
20000038093,Bisi,Lawal,Female,44,1982-01-01,Widowed,Nigerian,Student,Student,,PhD,
20000038094,Chinedu,Ogunleye,Male,45,1981-01-01,Widowed,Nigerian,Employed,Civil Servant,Private,Primary,3.0
20000038095,Musa,Ogunleye,Male,52,1974-01-01,Single,Nigerian,Employed,Accountant,Informal,PhD,14.0
20000038096,Bisi,Okoye,Female,57,1969-01-01,Divorced,Nigerian,Employed,Engineer,NGO,PhD,16.0
20000038097,Sadiq,Lawal,Male,51,1975-01-01,Divorced,Nigerian,Self-Employed,Trader,Private,Bachelors,27.0
20000038098,Aisha,Abdullahi,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000038099,Sade,Balogun,Female,56,1970-01-01,Married,Nigerian,Employed,Accountant,NGO,Primary,21.0
20000038100,Musa,Sadiq,Male,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038101,Sade,Okoye,Female,39,1987-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000038102,Amaka,Mohammed,Female,63,1963-01-01,Single,Nigerian,Employed,Accountant,Informal,Primary,7.0
20000038103,Chinedu,Sadiq,Male,24,2002-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000038104,Zainab,Mohammed,Female,65,1961-01-01,Single,Nigerian,Employed,Engineer,Private,Diploma,14.0
20000038105,Olu,Okoye,Male,23,2003-01-01,Divorced,Nigerian,Employed,Engineer,NGO,Bachelors,2.0
20000038106,Ngozi,Balogun,Female,42,1984-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000038107,Kemi,Ogunleye,Female,49,1977-01-01,Single,Nigerian,Employed,Engineer,NGO,Secondary,0.0
20000038108,Sade,Akinwale,Female,60,1966-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000038109,Sade,Lawal,Female,53,1973-01-01,Single,Nigerian,Self-Employed,Trader,Public,Masters,16.0
20000038110,Musa,Balogun,Male,28,1998-01-01,Widowed,Nigerian,Retired,Retired,,Bachelors,
20000038111,Amaka,Mohammed,Female,18,2008-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000038112,Musa,Adeyemi,Male,69,1957-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000038113,Emeka,Sadiq,Male,71,1955-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000038114,Musa,Akinwale,Male,71,1955-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000038115,Fatima,Sadiq,Female,55,1971-01-01,Single,Nigerian,Employed,Accountant,NGO,Masters,26.0
20000038116,Ade,Lawal,Male,45,1981-01-01,Single,Nigerian,Employed,Engineer,Informal,PhD,3.0
20000038117,Musa,Okafor,Male,47,1979-01-01,Divorced,Nigerian,Employed,Engineer,NGO,Primary,8.0
20000038118,Tunde,Adeyemi,Male,74,1952-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000038119,Ngozi,Abdullahi,Female,19,2007-01-01,Single,Nigerian,Student,Student,,Primary,
20000038120,Kemi,Akinwale,Female,32,1994-01-01,Widowed,Nigerian,Student,Student,,Primary,
20000038121,Chinedu,Abdullahi,Male,32,1994-01-01,Single,Nigerian,Employed,Accountant,Public,Masters,12.0
20000038122,Bisi,Okafor,Female,39,1987-01-01,Married,Nigerian,Student,Student,,Masters,
20000038123,Olu,Akinwale,Male,30,1996-01-01,Single,Nigerian,Employed,Engineer,NGO,Diploma,6.0
20000038124,Tunde,Adeyemi,Male,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000038125,Yusuf,Ogunleye,Male,48,1978-01-01,Married,Nigerian,Employed,Civil Servant,NGO,Diploma,4.0
20000038126,Fatima,Akinwale,Female,20,2006-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000038127,Amaka,Ogunleye,Female,22,2004-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Secondary,3.0
20000038128,Halima,Okafor,Female,49,1977-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000038129,Amaka,Okoye,Female,54,1972-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,PhD,6.0
20000038130,Ngozi,Sadiq,Female,57,1969-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000038131,Kunle,Lawal,Male,46,1980-01-01,Married,Nigerian,Self-Employed,Farmer,NGO,Masters,15.0
20000038132,Ibrahim,Ogunleye,Male,31,1995-01-01,Married,Nigerian,Student,Student,,Masters,
20000038133,Fatima,Ogunleye,Female,58,1968-01-01,Single,Nigerian,Employed,Civil Servant,NGO,Secondary,36.0
20000038134,Amaka,Okafor,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000038135,Musa,Abdullahi,Male,32,1994-01-01,Single,Nigerian,Employed,Accountant,Public,PhD,1.0
20000038136,Kunle,Abdullahi,Male,64,1962-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000038137,Bisi,Balogun,Female,23,2003-01-01,Divorced,Nigerian,Self-Employed,Consultant,Private,Masters,1.0
20000038138,Bisi,Balogun,Female,29,1997-01-01,Divorced,Nigerian,Self-Employed,Trader,NGO,Bachelors,2.0
20000038139,Funke,Okoye,Female,36,1990-01-01,Married,Nigerian,Employed,Civil Servant,Private,PhD,11.0
20000038140,Halima,Okoye,Female,64,1962-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000038141,Tunde,Ogunleye,Male,35,1991-01-01,Widowed,Nigerian,Employed,Analyst,Informal,Diploma,11.0
20000038142,Funke,Abdullahi,Female,27,1999-01-01,Widowed,Nigerian,Employed,Analyst,Private,Secondary,2.0
20000038143,Zainab,Ogunleye,Female,45,1981-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038144,Kemi,Sadiq,Female,59,1967-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Diploma,23.0
20000038145,Zainab,Lawal,Female,61,1965-01-01,Married,Nigerian,Employed,Engineer,Public,Diploma,10.0
20000038146,Chinedu,Akinwale,Male,52,1974-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Masters,22.0
20000038147,Ibrahim,Akinwale,Male,60,1966-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000038148,Zainab,Adeyemi,Female,54,1972-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000038149,Tunde,Okoye,Male,37,1989-01-01,Married,Nigerian,Self-Employed,Artisan,Private,Bachelors,3.0
20000038150,Funke,Okafor,Female,46,1980-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000038151,Ade,Abdullahi,Male,20,2006-01-01,Married,Nigerian,Student,Student,,Secondary,
20000038152,Musa,Adeyemi,Male,49,1977-01-01,Single,Nigerian,Employed,Civil Servant,NGO,PhD,30.0
20000038153,Kemi,Akinwale,Female,61,1965-01-01,Married,Nigerian,Student,Student,,PhD,
20000038154,Emeka,Akinwale,Male,52,1974-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000038155,Sade,Akinwale,Female,67,1959-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000038156,Ade,Sadiq,Male,48,1978-01-01,Single,Nigerian,Employed,Analyst,Public,Primary,7.0
20000038157,Yusuf,Okoye,Male,34,1992-01-01,Single,Nigerian,Employed,Teacher,Public,Primary,13.0
20000038158,Musa,Lawal,Male,51,1975-01-01,Married,Nigerian,Student,Student,,PhD,
20000038159,Emeka,Lawal,Male,36,1990-01-01,Single,Nigerian,Self-Employed,Consultant,NGO,PhD,5.0
20000038160,Kunle,Okoye,Male,19,2007-01-01,Single,Nigerian,Student,Student,,PhD,
20000038161,Sadiq,Ogunleye,Male,38,1988-01-01,Widowed,Nigerian,Employed,Teacher,NGO,Primary,18.0
20000038162,Zainab,Lawal,Female,38,1988-01-01,Married,Nigerian,Employed,Civil Servant,NGO,Bachelors,10.0
20000038163,Musa,Adeyemi,Male,61,1965-01-01,Married,Nigerian,Employed,Civil Servant,Informal,Diploma,22.0
20000038164,Tunde,Lawal,Male,68,1958-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000038165,Bisi,Sadiq,Female,36,1990-01-01,Married,Nigerian,Student,Student,,Secondary,
20000038166,Ade,Abdullahi,Male,23,2003-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,Primary,1.0
20000038167,Fatima,Lawal,Female,67,1959-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000038168,Ngozi,Mohammed,Female,26,2000-01-01,Single,Nigerian,Student,Student,,Masters,
20000038169,Sade,Adeyemi,Female,43,1983-01-01,Married,Nigerian,Unemployed,None,,Primary,
20000038170,Chinedu,Akinwale,Male,33,1993-01-01,Divorced,Nigerian,Student,Student,,Secondary,
20000038171,Musa,Abdullahi,Male,38,1988-01-01,Single,Nigerian,Employed,Accountant,Private,Masters,4.0
20000038172,Ade,Ogunleye,Male,23,2003-01-01,Single,Nigerian,Employed,Analyst,Private,Diploma,4.0
20000038173,Ade,Ogunleye,Male,69,1957-01-01,Single,Nigerian,Retired,Retired,,Secondary,
20000038174,Tunde,Abdullahi,Male,67,1959-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000038175,Ade,Balogun,Male,34,1992-01-01,Single,Nigerian,Employed,Analyst,NGO,Diploma,10.0
20000038176,Kemi,Mohammed,Female,48,1978-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,Diploma,13.0
20000038177,Tunde,Balogun,Male,61,1965-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Secondary,14.0
20000038178,Amaka,Balogun,Female,31,1995-01-01,Widowed,Nigerian,Self-Employed,Trader,Informal,Bachelors,3.0
