bvn,assessment_year,state_of_residence,local_government_area,months_total,months_high,inflows_sum,outflows_sum,spending_ratio_avg,lga_baseline_outflows,state_baseline_outflows,peer_ratio_lga,peer_ratio_state,risk_score,status,flag_reason
20000053910,2025,Benue,Gboko,3,2,359770.0,466236.0,0.0,21398.5,22833.0,21.788,20.419,69.333,Flagged,Outflows are 21.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000053911,2025,Borno,Maiduguri,3,2,236815.0,586260.0,0.0,25714.5,23853.0,22.799,24.578,69.333,Flagged,Outflows are 22.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000053912,2025,Niger,Bida,3,1,545123.0,144994.0,0.0,25258.0,25559.0,5.741,5.673,56.205,Review,Outflows are 5.7× higher than LGA typical.
20000053913,2025,Oyo,Ibadan South-West,3,1,780815.0,150557.0,0.0,19263.0,21075.5,7.816,7.144,63.143,Review,Outflows are 7.8× higher than LGA typical.
20000053914,2025,Imo,Owerri Municipal,3,2,904039.0,458864.0,0.0,18720.0,20116.0,24.512,22.811,69.333,Flagged,Outflows are 24.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000053915,2025,Niger,Bida,3,2,546659.0,437247.0,0.0,19594.0,26335.5,22.315,16.603,69.333,Flagged,Outflows are 22.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000053916,2025,Yobe,Potiskum,3,2,145542.0,136302.0,0.0,21231.5,23688.0,6.42,5.754,64.386,Review,Outflows are 6.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000053917,2025,Ebonyi,Abakaliki,3,1,33376.0,116509.0,0.0,22227.0,22996.5,5.242,5.066,54.162,Review,Outflows are 5.2× higher than LGA typical.
20000053918,2025,Borno,Biu,3,2,422890.0,391790.0,0.0,18769.5,20650.0,20.874,18.973,69.333,Flagged,Outflows are 20.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053919,2025,Oyo,Ibadan South-West,3,2,301569.0,721877.0,0.0,23359.0,23846.0,30.904,30.272,69.333,Flagged,Outflows are 30.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053920,2025,Delta,Warri South,3,0,100838.0,33458.0,0.0,25745.0,23873.0,1.3,1.401,18.839,Compliant,Behaviour is within typical ranges for peers.
20000053921,2025,Kebbi,Argungu,3,2,588183.0,263694.0,0.0,24216.5,24596.0,10.889,10.721,69.333,Flagged,Outflows are 10.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053922,2025,Taraba,Jalingo,3,2,411216.0,498611.0,0.0,23615.0,21693.5,21.114,22.984,69.333,Flagged,Outflows are 21.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000053923,2025,Kano,Fagge,3,0,155288.0,46682.0,0.0,20942.0,24499.0,2.229,1.905,29.272,Compliant,Behaviour is within typical ranges for peers.
20000053924,2025,Borno,Biu,3,2,331345.0,469480.0,0.0,20489.5,21243.5,22.913,22.1,69.333,Flagged,Outflows are 22.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053925,2025,Gombe,Kaltungo,3,0,687831.0,90652.0,0.0,22681.0,19989.0,3.997,4.535,45.239,Review,Outflows are 4.0× higher than LGA typical.
20000053926,2025,Bauchi,Azare,3,2,378977.0,398253.0,0.0,20368.0,23059.0,19.553,17.271,69.333,Flagged,Outflows are 19.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000053927,2025,Bauchi,Bauchi,3,1,51241.0,119478.0,0.0,22802.5,23247.0,5.24,5.14,54.153,Review,Outflows are 5.2× higher than LGA typical.
20000053928,2025,Adamawa,Mubi North,3,2,221348.0,290112.0,0.0,19827.0,21873.0,14.632,13.263,69.333,Flagged,Outflows are 14.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000053929,2025,Cross River,Ikom,3,0,89747.0,17975.0,0.0,23271.0,24645.0,0.772,0.729,11.25,Compliant,Behaviour is within typical ranges for peers.
20000053930,2025,Plateau,Barkin Ladi,3,2,853642.0,388576.0,0.0,21748.0,25374.0,17.867,15.314,69.333,Flagged,Outflows are 17.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053931,2025,Enugu,Nsukka,3,0,373377.0,84822.0,0.0,21952.5,22483.0,3.864,3.773,41.638,Review,Outflows are 3.9× higher than LGA typical.
20000053932,2025,Adamawa,Yola North,3,1,183557.0,129065.0,0.0,22749.0,23081.5,5.673,5.592,55.941,Review,Outflows are 5.7× higher than LGA typical.
20000053933,2025,Benue,Gboko,3,0,59596.0,35246.0,0.0,21398.5,21334.5,1.647,1.652,22.537,Compliant,Behaviour is within typical ranges for peers.
20000053934,2025,Plateau,Jos South,3,2,972295.0,516652.0,0.0,25858.5,25486.0,19.98,20.272,69.333,Flagged,Outflows are 20.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053935,2025,Zamfara,Kaura Namoda,3,2,427524.0,391168.0,0.0,24704.0,23621.0,15.834,16.56,69.333,Flagged,Outflows are 15.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000053936,2025,Adamawa,Mubi North,3,2,388425.0,564329.0,0.0,24503.0,23549.0,23.031,23.964,69.333,Flagged,Outflows are 23.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053937,2025,Kebbi,Birnin Kebbi,3,2,1029249.0,313597.0,0.0,21812.0,21324.0,14.377,14.706,69.333,Flagged,Outflows are 14.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000053938,2025,Jigawa,Hadejia,3,1,740412.0,217219.0,0.0,26035.0,25058.0,8.343,8.669,63.667,Review,Outflows are 8.3× higher than LGA typical.
20000053939,2025,Abia,Umuahia North,3,0,97422.0,22579.0,0.0,20100.0,21176.0,1.123,1.066,13.865,Compliant,Behaviour is within typical ranges for peers.
20000053940,2025,Akwa Ibom,Eket,3,1,56702.0,133960.0,0.0,27018.0,27888.0,4.958,4.803,52.911,Review,Outflows are 5.0× higher than LGA typical.
20000053941,2025,Edo,Ikpoba-Okha,3,0,32051.0,47288.0,0.0,24904.0,25320.0,1.899,1.868,25.666,Compliant,Behaviour is within typical ranges for peers.
20000053942,2025,Bayelsa,Ogbia,3,0,106275.0,52691.0,0.0,24214.0,22381.5,2.176,2.354,30.499,Compliant,Behaviour is within typical ranges for peers.
20000053943,2025,Kogi,Lokoja,3,2,495532.0,391395.0,0.0,22259.5,24883.5,17.583,15.729,69.333,Flagged,Outflows are 17.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000053944,2025,Gombe,Gombe,3,0,172852.0,45579.0,0.0,26619.5,24950.0,1.712,1.827,24.797,Compliant,Behaviour is within typical ranges for peers.
20000053945,2025,Cross River,Ikom,3,2,572554.0,441323.0,0.0,23423.5,23874.0,18.841,18.486,69.333,Flagged,Outflows are 18.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000053946,2025,Borno,Biu,3,2,788195.0,174527.0,0.0,22754.5,22361.0,7.67,7.805,68.778,Flagged,Outflows are 7.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000053947,2025,Borno,Biu,3,2,473747.0,314701.0,0.0,20489.5,21243.5,15.359,14.814,69.333,Flagged,Outflows are 15.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000053948,2025,Edo,Egor,3,0,209217.0,40617.0,0.0,28010.0,26408.0,1.45,1.538,20.929,Compliant,Behaviour is within typical ranges for peers.
20000053949,2025,Akwa Ibom,Uyo,3,2,877519.0,562999.0,0.0,22624.0,24007.0,24.885,23.451,69.333,Flagged,Outflows are 24.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053950,2025,Delta,Warri South,3,1,314688.0,153948.0,0.0,27475.5,24853.0,5.603,6.194,57.916,Review,Outflows are 5.6× higher than LGA typical.
20000053951,2025,Taraba,Wukari,3,2,723270.0,380830.0,0.0,22922.5,21693.5,16.614,17.555,69.333,Flagged,Outflows are 16.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000053952,2025,Borno,Maiduguri,3,1,222747.0,127909.0,0.0,20382.0,21926.0,6.276,5.834,58.209,Review,Outflows are 6.3× higher than LGA typical.
20000053953,2025,Oyo,Ibadan South-West,3,0,49025.0,70602.0,0.0,21133.5,21075.5,3.341,3.35,38.43,Compliant,Outflows are 3.3× higher than LGA typical.
20000053954,2025,Oyo,Ogbomosho North,3,0,143078.0,117169.0,0.0,26728.0,23846.0,4.384,4.914,47.041,Review,Outflows are 4.4× higher than LGA typical.
20000053955,2025,Kano,Gwale,3,2,401569.0,470828.0,0.0,21309.5,21474.0,22.095,21.925,69.333,Flagged,Outflows are 22.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000053956,2025,Imo,Orlu,3,2,727616.0,308535.0,0.0,19638.5,23364.0,15.711,13.206,69.333,Flagged,Outflows are 15.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000053957,2025,Jigawa,Dutse,3,2,716075.0,213604.0,0.0,24392.0,24136.0,8.757,8.85,69.333,Flagged,Outflows are 8.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000053958,2025,Borno,Biu,3,2,296128.0,315914.0,0.0,24369.0,25143.5,12.964,12.564,69.333,Flagged,Outflows are 13.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053959,2025,Lagos,Alimosho,3,1,538399.0,222379.0,0.0,25404.5,24921.0,8.754,8.923,63.667,Review,Outflows are 8.8× higher than LGA typical.
20000053960,2025,Imo,Orlu,3,2,700390.0,712926.0,0.0,22036.0,23364.0,32.353,30.514,69.333,Flagged,Outflows are 32.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000053961,2025,Niger,Minna,3,1,86592.0,225350.0,0.0,30127.0,24952.0,7.48,9.031,63.667,Review,Outflows are 7.5× higher than LGA typical.
20000053962,2025,Osun,Ilesa East,3,1,166602.0,122546.0,0.0,23419.0,21943.5,5.233,5.585,55.586,Review,Outflows are 5.2× higher than LGA typical.
20000053963,2025,Rivers,Eleme,3,0,96017.0,56556.0,0.0,27423.0,24222.0,2.062,2.335,30.314,Compliant,Behaviour is within typical ranges for peers.
20000053964,2025,Bayelsa,Ogbia,3,1,693076.0,190897.0,0.0,24680.0,22358.5,7.735,8.538,63.667,Review,Outflows are 7.7× higher than LGA typical.
20000053965,2025,Ekiti,Ado-Ekiti,3,2,1531532.0,729053.0,0.0,30362.0,27195.0,24.012,26.808,69.333,Flagged,Outflows are 24.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053966,2025,Imo,Owerri Municipal,3,2,613157.0,345815.0,0.0,25662.0,23364.0,13.476,14.801,69.333,Flagged,Outflows are 13.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000053967,2025,Bauchi,Azare,3,0,101100.0,33797.0,0.0,24339.0,24024.5,1.389,1.407,18.923,Compliant,Behaviour is within typical ranges for peers.
20000053968,2025,Ekiti,Ado-Ekiti,3,1,104947.0,103788.0,0.0,20082.5,22501.0,5.168,4.613,53.843,Review,Outflows are 5.2× higher than LGA typical.
20000053969,2025,Imo,Owerri Municipal,3,1,197046.0,107053.0,0.0,22261.5,22923.5,4.809,4.67,52.224,Review,Outflows are 4.8× higher than LGA typical.
20000053970,2025,Kaduna,Zaria,3,2,142634.0,184599.0,0.0,21206.0,23239.0,8.705,7.944,69.333,Flagged,Outflows are 8.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000053971,2025,Adamawa,Mubi North,3,1,424411.0,105196.0,0.0,25725.0,24202.0,4.089,4.347,49.951,Review,Outflows are 4.1× higher than LGA typical.
20000053972,2025,Nasarawa,Keffi,3,0,53474.0,33148.0,0.0,23558.0,24224.0,1.407,1.368,18.928,Compliant,Behaviour is within typical ranges for peers.
20000053973,2025,Katsina,Katsina,3,2,285735.0,1043430.0,0.0,22129.5,23089.5,47.151,45.191,69.333,Flagged,Outflows are 47.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000053974,2025,Oyo,Oyo East,3,2,152866.0,422997.0,0.0,24231.0,24687.0,17.457,17.134,69.333,Flagged,Outflows are 17.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000053975,2025,Yobe,Potiskum,3,0,189515.0,44480.0,0.0,21231.5,23688.0,2.095,1.878,27.877,Compliant,Behaviour is within typical ranges for peers.
20000053976,2025,Kogi,Okene,3,1,497954.0,148044.0,0.0,25569.5,24883.5,5.79,5.949,57.009,Review,Outflows are 5.8× higher than LGA typical.
20000053977,2025,Oyo,Oyo East,3,0,203916.0,53230.0,0.0,21902.0,25475.0,2.43,2.089,31.215,Compliant,Behaviour is within typical ranges for peers.
20000053978,2025,Yobe,Potiskum,3,1,234994.0,264287.0,0.0,21231.5,23688.0,12.448,11.157,63.667,Review,Outflows are 12.4× higher than LGA typical.
20000053979,2025,Ekiti,Ado-Ekiti,3,1,261258.0,196989.0,0.0,31070.0,26146.0,6.34,7.534,62.318,Review,Outflows are 6.3× higher than LGA typical.
20000053980,2025,Rivers,Okrika,3,2,1032176.0,294640.0,0.0,23893.0,23678.0,12.332,12.444,69.333,Flagged,Outflows are 12.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000053981,2025,Taraba,Wukari,3,1,190717.0,77527.0,0.0,18515.0,21693.5,4.187,3.574,49.112,Review,Outflows are 4.2× higher than LGA typical.
20000053982,2025,Enugu,Nsukka,3,1,64770.0,113711.0,0.0,24249.5,24813.5,4.689,4.583,51.657,Review,Outflows are 4.7× higher than LGA typical.
20000053983,2025,Akwa Ibom,Uyo,3,2,568647.0,403254.0,0.0,28236.0,26852.5,14.282,15.017,69.333,Flagged,Outflows are 14.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000053984,2025,Taraba,Jalingo,3,0,20097.0,45401.0,0.0,21918.0,21806.0,2.071,2.082,27.737,Compliant,Behaviour is within typical ranges for peers.
20000053985,2025,Nasarawa,Lafia,3,0,209016.0,97202.0,0.0,25440.0,25925.0,3.821,3.749,41.386,Review,Outflows are 3.8× higher than LGA typical.
20000053986,2025,Lagos,Surulere,3,2,344654.0,291390.0,0.0,22604.0,22604.0,12.891,12.891,69.333,Flagged,Outflows are 12.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000053987,2025,Katsina,Katsina,3,2,517755.0,834121.0,0.0,20717.0,22776.0,40.263,36.623,69.333,Flagged,Outflows are 40.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000053988,2025,Ebonyi,Abakaliki,3,2,185274.0,544836.0,0.0,24032.0,24679.0,22.671,22.077,69.333,Flagged,Outflows are 22.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000053989,2025,Ebonyi,Abakaliki,3,2,765940.0,438695.0,0.0,25806.0,24046.0,17.0,18.244,69.333,Flagged,Outflows are 17.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053990,2025,Plateau,Jos North,3,1,171203.0,125835.0,0.0,25721.0,23825.0,4.892,5.282,54.332,Review,Outflows are 4.9× higher than LGA typical.
20000053991,2025,Zamfara,Gusau,3,1,492313.0,135399.0,0.0,24803.0,25752.0,5.459,5.258,55.074,Review,Outflows are 5.5× higher than LGA typical.
20000053992,2025,Yobe,Damaturu,3,0,85939.0,77903.0,0.0,24770.0,23325.0,3.145,3.34,38.362,Compliant,Outflows are 3.1× higher than LGA typical.
20000053993,2025,Kwara,Offa,3,1,991036.0,195038.0,0.0,24091.0,23198.0,8.096,8.408,63.667,Review,Outflows are 8.1× higher than LGA typical.
20000053994,2025,Jigawa,Dutse,3,2,467191.0,267162.0,0.0,24283.0,21224.0,11.002,12.588,69.333,Flagged,Outflows are 11.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000053995,2025,Rivers,Obio-Akpor,3,0,197953.0,54260.0,0.0,26475.0,25899.5,2.049,2.095,27.877,Compliant,Behaviour is within typical ranges for peers.
20000053996,2025,Bayelsa,Yenagoa,3,2,888958.0,581238.0,0.0,21214.0,23237.0,27.399,25.013,69.333,Flagged,Outflows are 27.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000053997,2025,Kaduna,Kafanchan,3,0,95648.0,30021.0,0.0,25157.0,25624.5,1.193,1.172,15.224,Compliant,Behaviour is within typical ranges for peers.
20000053998,2025,Abia,Umuahia North,3,1,911732.0,269945.0,0.0,22476.0,24007.5,12.01,11.244,63.667,Review,Outflows are 12.0× higher than LGA typical.
20000053999,2025,Delta,Oshimili South,3,0,27538.0,39803.0,0.0,29668.0,23873.0,1.342,1.667,22.743,Compliant,Behaviour is within typical ranges for peers.
20000054000,2025,Delta,Warri South,3,0,107710.0,30552.0,0.0,25224.0,24462.0,1.211,1.249,16.248,Compliant,Behaviour is within typical ranges for peers.
20000054001,2025,Akwa Ibom,Eket,3,1,360672.0,383493.0,0.0,26781.0,25965.5,14.32,14.769,63.667,Review,Outflows are 14.3× higher than LGA typical.
20000054002,2025,Taraba,Wukari,3,2,984663.0,817905.0,0.0,27710.0,28390.0,29.517,28.81,69.333,Flagged,Outflows are 29.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000054003,2025,Yobe,Potiskum,3,1,167135.0,132730.0,0.0,23740.5,23981.0,5.591,5.535,55.611,Review,Outflows are 5.6× higher than LGA typical.
20000054004,2025,Zamfara,Gusau,3,2,796692.0,138963.0,0.0,25655.0,23621.0,5.417,5.883,62.423,Review,Outflows are 5.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000054005,2025,Niger,Minna,3,0,126453.0,73166.0,0.0,27094.0,24654.5,2.7,2.968,35.705,Compliant,Outflows are 2.7× higher than LGA typical.
20000054006,2025,Adamawa,Yola North,3,0,103417.0,26772.0,0.0,23331.0,23549.0,1.147,1.137,14.343,Compliant,Behaviour is within typical ranges for peers.
20000054007,2025,Adamawa,Yola North,3,1,343582.0,174932.0,0.0,21570.0,23549.0,8.11,7.428,63.667,Review,Outflows are 8.1× higher than LGA typical.
20000054008,2025,Adamawa,Mubi North,3,1,883979.0,225353.0,0.0,22219.0,23017.5,10.142,9.791,63.667,Review,Outflows are 10.1× higher than LGA typical.
20000054009,2025,Abia,Umuahia North,3,0,90844.0,70095.0,0.0,20100.0,21176.0,3.487,3.31,39.333,Compliant,Outflows are 3.5× higher than LGA typical.
20000054010,2025,Taraba,Wukari,3,0,55434.0,17751.0,0.0,27710.0,28390.0,0.641,0.625,11.25,Compliant,Behaviour is within typical ranges for peers.
20000054011,2025,Kano,Fagge,3,0,49642.0,33255.0,0.0,22994.0,25241.0,1.446,1.317,19.545,Compliant,Behaviour is within typical ranges for peers.
20000054012,2025,Jigawa,Hadejia,3,1,612205.0,137952.0,0.0,19643.0,21527.0,7.023,6.408,60.738,Review,Outflows are 7.0× higher than LGA typical.
20000054013,2025,FCT,Gwagwalada,3,0,19053.0,31093.0,0.0,23708.0,24213.0,1.311,1.284,17.346,Compliant,Behaviour is within typical ranges for peers.
20000054014,2025,Oyo,Ibadan North,3,0,247503.0,60534.0,0.0,20994.0,22362.0,2.883,2.707,35.058,Compliant,Outflows are 2.9× higher than LGA typical.
20000054015,2025,Sokoto,Sokoto North,3,1,618220.0,119388.0,0.0,21915.0,21700.0,5.448,5.502,55.25,Review,Outflows are 5.4× higher than LGA typical.
20000054016,2025,Benue,Makurdi,3,1,31194.0,102950.0,0.0,24160.0,22247.0,4.261,4.628,51.36,Review,Outflows are 4.3× higher than LGA typical.
20000054017,2025,Rivers,Okrika,3,2,336107.0,470747.0,0.0,20778.0,23506.0,22.656,20.027,69.333,Flagged,Outflows are 22.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000054018,2025,Lagos,Ikeja,3,1,200489.0,127372.0,0.0,24515.0,24921.0,5.196,5.111,53.963,Review,Outflows are 5.2× higher than LGA typical.
20000054019,2025,Nasarawa,Lafia,3,1,734680.0,134236.0,0.0,21565.0,22735.5,6.225,5.904,58.026,Review,Outflows are 6.2× higher than LGA typical.
20000054020,2025,Benue,Otukpo,3,2,412569.0,286969.0,0.0,24824.0,22812.0,11.56,12.58,69.333,Flagged,Outflows are 11.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000054021,2025,Bayelsa,Yenagoa,3,2,1213476.0,479267.0,0.0,21841.0,22358.5,21.943,21.436,69.333,Flagged,Outflows are 21.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000054022,2025,Edo,Oredo,3,2,425781.0,231711.0,0.0,23194.0,22661.0,9.99,10.225,69.333,Flagged,Outflows are 10.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000054023,2025,Kogi,Lokoja,3,0,93706.0,78548.0,0.0,29625.0,25477.0,2.651,3.083,36.563,Compliant,Outflows are 2.7× higher than LGA typical.
20000054024,2025,Ebonyi,Afikpo North,3,2,661669.0,396074.0,0.0,25675.0,25726.0,15.426,15.396,69.333,Flagged,Outflows are 15.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000054025,2025,Yobe,Potiskum,3,2,764709.0,609365.0,0.0,23008.0,23997.0,26.485,25.393,69.333,Flagged,Outflows are 26.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000054026,2025,Benue,Makurdi,3,0,28798.0,38948.0,0.0,24160.0,23227.0,1.612,1.677,22.871,Compliant,Behaviour is within typical ranges for peers.
20000054027,2025,Imo,Owerri Municipal,3,2,654294.0,374099.0,0.0,22087.0,21380.5,16.938,17.497,69.333,Flagged,Outflows are 16.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000054028,2025,Abia,Aba South,3,1,428346.0,499783.0,0.0,24087.0,24007.5,20.749,20.818,63.667,Review,Outflows are 20.7× higher than LGA typical.
20000054029,2025,Kwara,Ilorin West,3,2,220526.0,466270.0,0.0,23614.0,23427.5,19.745,19.903,69.333,Flagged,Outflows are 19.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000054030,2025,Jigawa,Hadejia,3,0,53394.0,59946.0,0.0,24344.0,24669.0,2.462,2.43,31.51,Compliant,Behaviour is within typical ranges for peers.
20000054031,2025,Edo,Oredo,3,2,199006.0,376532.0,0.0,26767.0,25560.0,14.067,14.731,69.333,Flagged,Outflows are 14.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000054032,2025,FCT,Gwagwalada,3,0,75897.0,16511.0,0.0,22571.0,24913.0,0.732,0.663,11.25,Compliant,Behaviour is within typical ranges for peers.
20000054033,2025,Ondo,Owo,3,0,115930.0,72567.0,0.0,22675.5,25828.5,3.2,2.81,37.402,Compliant,Outflows are 3.2× higher than LGA typical.
20000054034,2025,Delta,Udu,3,0,67056.0,71501.0,0.0,26124.0,23873.0,2.737,2.995,35.912,Compliant,Outflows are 2.7× higher than LGA typical.
20000054035,2025,Ondo,Ondo West,3,2,971926.0,467290.0,0.0,23885.0,25010.0,19.564,18.684,69.333,Flagged,Outflows are 19.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000054036,2025,Oyo,Ibadan South-West,3,0,83358.0,39838.0,0.0,21133.5,22362.0,1.885,1.782,25.503,Compliant,Behaviour is within typical ranges for peers.
20000054037,2025,Lagos,Yaba,3,2,410907.0,644247.0,0.0,21948.0,24765.0,29.353,26.014,69.333,Flagged,Outflows are 29.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000054038,2025,Borno,Biu,3,2,493907.0,251838.0,0.0,19643.0,21926.0,12.821,11.486,69.333,Flagged,Outflows are 12.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000054039,2025,FCT,Gwagwalada,3,0,108996.0,80804.0,0.0,26005.0,25927.5,3.107,3.117,36.806,Compliant,Outflows are 3.1× higher than LGA typical.
20000054040,2025,Rivers,Okrika,3,0,156021.0,36225.0,0.0,19144.0,24222.0,1.892,1.496,25.588,Compliant,Behaviour is within typical ranges for peers.
20000054041,2025,Kwara,Offa,3,0,116254.0,79847.0,0.0,26119.5,26258.0,3.057,3.041,36.372,Compliant,Outflows are 3.1× higher than LGA typical.
20000054042,2025,Niger,Suleja,3,2,722044.0,594903.0,0.0,24240.0,25559.0,24.542,23.276,69.333,Flagged,Outflows are 24.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000054043,2025,Ebonyi,Abakaliki,3,2,871215.0,191167.0,0.0,24032.0,24679.0,7.955,7.746,69.206,Flagged,Outflows are 8.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000054044,2025,Bauchi,Azare,3,1,485978.0,140546.0,0.0,25421.5,24743.0,5.529,5.68,55.968,Review,Outflows are 5.5× higher than LGA typical.
20000054045,2025,Ekiti,Oye,3,0,98534.0,18319.0,0.0,28041.0,26146.0,0.653,0.701,11.25,Compliant,Behaviour is within typical ranges for peers.
20000054046,2025,Osun,Ilesa East,3,0,82329.0,39449.0,0.0,24093.0,23383.0,1.637,1.687,23.008,Compliant,Behaviour is within typical ranges for peers.
20000054047,2025,Ebonyi,Abakaliki,3,2,754907.0,318842.0,0.0,20164.0,21407.0,15.812,14.894,69.333,Flagged,Outflows are 15.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000054048,2025,Delta,Oshimili South,3,0,25120.0,22719.0,0.0,27394.0,23303.0,0.829,0.975,11.25,Compliant,Behaviour is within typical ranges for peers.
20000054049,2025,Ondo,Akure South,3,0,72280.0,30377.0,0.0,22306.0,20149.0,1.362,1.508,20.48,Compliant,Behaviour is within typical ranges for peers.
20000054050,2025,Rivers,Okrika,3,2,566092.0,386020.0,0.0,27309.0,26674.5,14.135,14.471,69.333,Flagged,Outflows are 14.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000054051,2025,Benue,Makurdi,3,2,127348.0,708750.0,0.0,21710.5,22812.0,32.645,31.069,69.333,Flagged,Outflows are 32.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000054052,2025,Ogun,Ijebu Ode,3,2,508659.0,452386.0,0.0,21121.0,24432.0,21.419,18.516,69.333,Flagged,Outflows are 21.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000054053,2025,Ekiti,Ado-Ekiti,3,1,137347.0,120055.0,0.0,30926.0,25956.0,3.882,4.625,51.349,Review,Outflows are 3.9× higher than LGA typical.
20000054054,2025,Edo,Egor,3,2,315199.0,278744.0,0.0,22571.0,26408.0,12.35,10.555,69.333,Flagged,Outflows are 12.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000054055,2025,Ekiti,Oye,3,2,528122.0,256520.0,0.0,17984.0,21585.0,14.264,11.884,69.333,Flagged,Outflows are 14.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000054056,2025,Rivers,Obio-Akpor,3,2,888923.0,500429.0,0.0,23154.5,24671.0,21.613,20.284,69.333,Flagged,Outflows are 21.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000054057,2025,Nasarawa,Keffi,3,0,50837.0,36733.0,0.0,24909.0,23998.5,1.475,1.531,20.82,Compliant,Behaviour is within typical ranges for peers.
20000054058,2025,Jigawa,Hadejia,3,2,256627.0,461791.0,0.0,23934.5,24136.0,19.294,19.133,69.333,Flagged,Outflows are 19.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000054059,2025,FCT,Bwari,3,2,642901.0,261220.0,0.0,21979.5,25927.5,11.885,10.075,69.333,Flagged,Outflows are 11.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000054060,2025,Enugu,Nsukka,3,1,112751.0,130188.0,0.0,24249.5,24952.5,5.369,5.217,54.7,Review,Outflows are 5.4× higher than LGA typical.
20000054061,2025,Rivers,Port Harcourt,3,1,95315.0,101096.0,0.0,24776.5,25899.5,4.08,3.903,48.53,Review,Outflows are 4.1× higher than LGA typical.
20000054062,2025,Cross River,Calabar Municipal,3,0,56161.0,38953.0,0.0,23072.0,21162.0,1.688,1.841,24.967,Compliant,Behaviour is within typical ranges for peers.
20000054063,2025,Ogun,Abeokuta South,3,1,257338.0,350742.0,0.0,24979.0,24432.0,14.041,14.356,63.667,Review,Outflows are 14.0× higher than LGA typical.
20000054064,2025,Yobe,Potiskum,3,1,137638.0,269886.0,0.0,27851.0,24355.5,9.69,11.081,63.667,Review,Outflows are 9.7× higher than LGA typical.
