bvn,employer_id,job_title,employment_type,start_date,end_date,is_current,work_state,work_lga
20000056814,EMP_000075,Field Officer,Full-time,2020-05-05,2020-12-01,False,Akwa Ibom,Uyo
20000056814,EMP_000116,Software Engineer,Full-time,2021-09-04,2022-08-30,False,Akwa Ibom,Uyo
20000056816,EMP_000081,Project Manager,Part-time,2016-07-05,2018-04-26,False,Ebonyi,Abakaliki
20000056816,EMP_000142,Nurse,Full-time,2017-09-25,2019-04-18,False,Ebonyi,Abakaliki
20000056818,EMP_000185,Marketing Associate,Full-time,2019-02-01,2019-11-28,False,Kogi,Lokoja
20000056820,EMP_000137,Customer Support,Full-time,2017-03-17,,True,Yobe,Damaturu
20000056821,EMP_000194,Sales Executive,Full-time,2023-12-22,2024-08-18,False,Rivers,Port Harcourt
20000056823,EMP_000145,Operations Associate,Full-time,2023-08-13,,True,Akwa Ibom,Eket
20000056825,EMP_000030,Marketing Associate,Part-time,2024-02-14,2025-08-07,False,Ekiti,Oye
20000056826,EMP_000036,Operations Associate,Full-time,2024-01-27,2025-07-20,False,Yobe,Damaturu
20000056827,EMP_000076,Field Officer,Part-time,2021-02-08,,True,Kaduna,Kaduna South
20000056828,EMP_000146,Operations Associate,Full-time,2017-04-10,2018-11-01,False,Adamawa,Yola North
20000056829,EMP_000079,Procurement Officer,Full-time,2019-05-06,2021-03-26,False,Bayelsa,Ogbia
20000056829,EMP_000084,Sales Executive,Contract,2020-03-25,2022-04-14,False,Bayelsa,Ogbia
20000056830,EMP_000049,Marketing Associate,Full-time,2023-05-24,2024-05-18,False,Niger,Bida
20000056832,EMP_000020,Field Officer,Full-time,2017-06-02,2018-03-29,False,Katsina,Katsina
20000056833,EMP_000155,Field Officer,Full-time,2023-04-08,2025-01-27,False,Niger,Suleja
20000056834,EMP_000072,Operations Associate,Full-time,2017-07-19,,True,Kano,Gwale
20000056835,EMP_000151,Sales Executive,Contract,2018-11-14,2019-09-10,False,Gombe,Gombe
20000056836,EMP_000191,Marketing Associate,Full-time,2022-02-28,2022-12-25,False,Edo,Ikpoba-Okha
20000056837,EMP_000010,Sales Executive,Full-time,2017-04-23,2018-04-18,False,Kogi,Lokoja
20000056838,EMP_000120,Operations Associate,Contract,2020-01-15,,True,Akwa Ibom,Eket
20000056840,EMP_000021,Nurse,Full-time,2024-08-12,2026-10-31,False,Niger,Minna
20000056840,EMP_000157,Marketing Associate,Contract,2025-01-23,2027-01-13,False,Niger,Minna
20000056843,EMP_000057,Operations Associate,Full-time,2017-08-11,2019-07-02,False,Zamfara,Kaura Namoda
20000056843,EMP_000161,Operations Associate,Full-time,2018-12-05,,True,Zamfara,Kaura Namoda
20000056844,EMP_000118,Procurement Officer,Full-time,2020-07-07,2021-03-04,False,Katsina,Daura
20000056844,EMP_000082,Operations Associate,Full-time,2021-08-13,2023-08-03,False,Katsina,Daura
20000056846,EMP_000101,Marketing Associate,Contract,2020-04-10,,True,Oyo,Ibadan North
20000056847,EMP_000087,Field Officer,Contract,2016-11-09,2019-03-29,False,Jigawa,Dutse
20000056847,EMP_000062,Software Engineer,Full-time,2017-03-17,2018-11-07,False,Jigawa,Dutse
20000056847,EMP_000088,Data Analyst,Full-time,2018-11-18,,True,Jigawa,Dutse
20000056848,EMP_000176,Sales Executive,Full-time,2024-10-26,2026-04-19,False,Nasarawa,Lafia
20000056848,EMP_000141,Project Manager,Full-time,2025-06-09,2025-12-06,False,Nasarawa,Lafia
20000056848,EMP_000020,Procurement Officer,Full-time,2025-02-12,2026-05-08,False,Nasarawa,Lafia
20000056849,EMP_000184,Data Analyst,Full-time,2019-06-01,2020-01-27,False,Akwa Ibom,Uyo
20000056850,EMP_000093,Teacher,Full-time,2022-01-15,2024-05-04,False,Anambra,Awka South
20000056851,EMP_000138,Marketing Associate,Full-time,2019-10-22,2021-08-12,False,Plateau,Jos South
20000056851,EMP_000165,Account Officer,Contract,2020-08-08,,True,Plateau,Jos South
20000056852,EMP_000044,Account Officer,Full-time,2019-11-04,2020-10-29,False,Adamawa,Yola North
20000056853,EMP_000107,Field Officer,Full-time,2024-02-24,2025-08-17,False,Edo,Oredo
20000056853,EMP_000103,Logistics Coordinator,Full-time,2025-08-25,2026-09-19,False,Edo,Oredo
20000056856,EMP_000010,Teacher,Contract,2020-05-02,2020-12-28,False,Yobe,Potiskum
20000056857,EMP_000167,Marketing Associate,Part-time,2017-07-02,2019-02-22,False,Rivers,Port Harcourt
20000056857,EMP_000088,Software Engineer,Contract,2018-09-11,,True,Rivers,Port Harcourt
20000056858,EMP_000057,Marketing Associate,Full-time,2021-12-18,2022-12-13,False,FCT,Abuja Municipal
20000056859,EMP_000063,Sales Executive,Full-time,2023-02-05,2025-07-24,False,Jigawa,Hadejia
20000056860,EMP_000199,Project Manager,Contract,2016-06-26,,True,FCT,Gwagwalada
20000056862,EMP_000053,Project Manager,Contract,2024-01-05,,True,Delta,Udu
20000056863,EMP_000170,Software Engineer,Full-time,2020-07-16,2022-01-07,False,Akwa Ibom,Uyo
20000056864,EMP_000017,Project Manager,Full-time,2017-12-20,,True,Kebbi,Argungu
20000056866,EMP_000190,Account Officer,Contract,2018-02-26,2018-10-24,False,Sokoto,Sokoto North
20000056868,EMP_000006,Marketing Associate,Contract,2023-11-01,2025-01-24,False,Imo,Orlu
20000056871,EMP_000129,Teacher,Contract,2018-11-27,2020-07-19,False,Cross River,Calabar Municipal
20000056871,EMP_000001,Operations Associate,Contract,2019-01-17,2020-01-12,False,Cross River,Calabar Municipal
20000056872,EMP_000043,Logistics Coordinator,Contract,2019-12-01,2021-12-20,False,Lagos,Alimosho
20000056872,EMP_000002,Logistics Coordinator,Contract,2020-07-16,2021-02-11,False,Lagos,Alimosho
20000056873,EMP_000022,Nurse,Part-time,2024-06-11,,True,Enugu,Enugu North
20000056874,EMP_000102,Project Manager,Contract,2021-02-05,,True,Adamawa,Mubi North
20000056876,EMP_000030,Data Analyst,Full-time,2024-07-02,2024-12-29,False,Oyo,Ibadan North
20000056877,EMP_000126,Data Analyst,Full-time,2022-04-16,,True,Plateau,Jos South
20000056878,EMP_000068,Marketing Associate,Part-time,2019-02-13,2021-01-03,False,Kaduna,Kaduna South
20000056879,EMP_000015,Procurement Officer,Full-time,2024-12-19,2026-06-12,False,Yobe,Damaturu
20000056880,EMP_000090,Sales Executive,Contract,2021-09-16,2022-10-11,False,Kwara,Offa
20000056881,EMP_000142,Operations Associate,Full-time,2016-04-01,,True,Edo,Egor
20000056882,EMP_000075,Data Analyst,Full-time,2017-08-25,2019-01-17,False,Bauchi,Bauchi
20000056882,EMP_000139,Project Manager,Full-time,2018-05-21,2020-09-07,False,Bauchi,Bauchi
20000056885,EMP_000129,Project Manager,Full-time,2017-05-14,2018-03-10,False,Imo,Orlu
20000056885,EMP_000168,Project Manager,Part-time,2018-11-08,,True,Imo,Orlu
20000056886,EMP_000126,Teacher,Contract,2023-08-19,2024-12-11,False,Kaduna,Kaduna South
20000056886,EMP_000088,Procurement Officer,Full-time,2024-11-25,2026-06-18,False,Kaduna,Kaduna South
20000056889,EMP_000007,Account Officer,Full-time,2024-01-18,2024-12-13,False,Yobe,Damaturu
20000056891,EMP_000096,Marketing Associate,Full-time,2017-11-17,2019-12-07,False,Osun,Ilesa East
20000056892,EMP_000158,Operations Associate,Contract,2016-01-19,,True,Jigawa,Dutse
20000056893,EMP_000035,Account Officer,Contract,2019-08-24,2021-10-12,False,Bayelsa,Ogbia
20000056895,EMP_000017,Sales Executive,Full-time,2023-04-07,2025-07-25,False,Imo,Owerri Municipal
20000056895,EMP_000014,Account Officer,Full-time,2024-09-01,,True,Imo,Owerri Municipal
20000056896,EMP_000008,Operations Associate,Contract,2020-08-03,,True,Ekiti,Oye
20000056898,EMP_000118,Project Manager,Contract,2020-07-05,2022-12-22,False,Rivers,Obio-Akpor
20000056899,EMP_000071,Field Officer,Full-time,2024-05-13,,True,Borno,Biu
20000056900,EMP_000180,Marketing Associate,Full-time,2018-07-22,2019-05-18,False,Zamfara,Gusau
20000056901,EMP_000047,Operations Associate,Full-time,2023-05-13,2025-04-02,False,Nasarawa,Keffi
20000056902,EMP_000047,Software Engineer,Full-time,2018-04-05,2020-06-23,False,Plateau,Jos South
20000056904,EMP_000141,Teacher,Contract,2020-10-05,,True,Oyo,Ibadan North
20000056906,EMP_000126,Account Officer,Full-time,2024-03-15,2026-04-04,False,Osun,Ife Central
20000056907,EMP_000037,Nurse,Full-time,2020-05-17,2022-05-07,False,Sokoto,Tambuwal
20000056910,EMP_000128,Project Manager,Full-time,2024-07-19,2026-07-09,False,Abia,Aba South
20000056910,EMP_000199,Procurement Officer,Full-time,2025-11-24,2028-01-13,False,Abia,Aba South
20000056912,EMP_000007,Project Manager,Full-time,2018-04-21,2019-01-16,False,Jigawa,Hadejia
20000056914,EMP_000010,Data Analyst,Part-time,2020-11-15,2021-06-13,False,Ebonyi,Abakaliki
20000056915,EMP_000132,Teacher,Full-time,2020-04-25,,True,Yobe,Potiskum
20000056916,EMP_000138,Customer Support,Contract,2016-06-19,,True,Gombe,Kaltungo
20000056917,EMP_000110,Sales Executive,Full-time,2018-03-22,2020-01-11,False,Oyo,Ogbomosho North
20000056918,EMP_000164,Marketing Associate,Contract,2019-10-27,2021-02-18,False,Rivers,Okrika
20000056920,EMP_000088,Account Officer,Full-time,2024-09-03,2026-05-26,False,Ebonyi,Abakaliki
20000056920,EMP_000124,Operations Associate,Part-time,2025-11-25,,True,Ebonyi,Abakaliki
20000056921,EMP_000142,Account Officer,Full-time,2019-01-26,,True,Niger,Bida
20000056922,EMP_000123,Nurse,Contract,2021-02-25,2021-11-22,False,Borno,Maiduguri
20000056922,EMP_000088,Customer Support,Part-time,2022-06-18,2024-12-04,False,Borno,Maiduguri
20000056923,EMP_000188,Logistics Coordinator,Full-time,2024-05-26,2024-12-22,False,Bauchi,Azare
20000056925,EMP_000059,Logistics Coordinator,Contract,2020-04-10,,True,Jigawa,Hadejia
20000056926,EMP_000083,Data Analyst,Full-time,2016-06-19,2017-10-12,False,Sokoto,Sokoto North
20000056927,EMP_000102,Software Engineer,Full-time,2019-09-26,2022-01-13,False,Borno,Biu
20000056928,EMP_000133,Data Analyst,Full-time,2018-07-27,2020-04-17,False,Akwa Ibom,Uyo
20000056928,EMP_000100,Procurement Officer,Full-time,2019-12-12,2021-11-01,False,Akwa Ibom,Uyo
20000056929,EMP_000105,Data Analyst,Full-time,2017-03-17,2018-05-11,False,Ekiti,Oye
20000056931,EMP_000151,Software Engineer,Full-time,2017-02-24,2018-04-20,False,Ebonyi,Abakaliki
20000056933,EMP_000083,Account Officer,Contract,2021-03-19,2021-11-14,False,Sokoto,Tambuwal
20000056934,EMP_000100,Marketing Associate,Full-time,2018-07-05,2020-01-26,False,Ekiti,Oye
20000056934,EMP_000176,Nurse,Full-time,2019-11-25,2022-01-13,False,Ekiti,Oye
20000056935,EMP_000151,Procurement Officer,Full-time,2021-07-14,2023-09-02,False,Cross River,Ikom
20000056936,EMP_000055,Teacher,Full-time,2023-01-25,2025-02-13,False,Osun,Ife Central
20000056937,EMP_000133,Logistics Coordinator,Full-time,2023-12-05,2025-03-29,False,Niger,Minna
20000056939,EMP_000034,Operations Associate,Full-time,2018-04-25,2019-10-17,False,Yobe,Damaturu
20000056940,EMP_000137,Software Engineer,Full-time,2020-05-08,2022-03-29,False,Kaduna,Kaduna South
20000056941,EMP_000195,Data Analyst,Part-time,2016-12-08,2018-03-03,False,FCT,Abuja Municipal
20000056942,EMP_000020,Logistics Coordinator,Full-time,2023-07-12,2024-03-08,False,Ekiti,Ado-Ekiti
20000056944,EMP_000188,Software Engineer,Full-time,2019-04-14,2019-12-10,False,Bayelsa,Ogbia
20000056948,EMP_000012,Project Manager,Full-time,2023-02-12,2025-02-01,False,Ogun,Abeokuta South
20000056948,EMP_000137,Logistics Coordinator,Full-time,2024-01-22,,True,Ogun,Abeokuta South
20000056949,EMP_000074,Account Officer,Full-time,2024-06-15,2026-08-04,False,FCT,Gwagwalada
20000056950,EMP_000055,Logistics Coordinator,Full-time,2024-05-08,,True,Enugu,Nsukka
20000056951,EMP_000158,Software Engineer,Full-time,2017-10-22,2018-09-17,False,Imo,Owerri Municipal
20000056952,EMP_000125,Account Officer,Full-time,2022-05-08,2023-04-03,False,FCT,Gwagwalada
20000056953,EMP_000145,Account Officer,Part-time,2017-10-11,2019-02-03,False,Kaduna,Kaduna North
20000056953,EMP_000044,Marketing Associate,Full-time,2018-11-06,,True,Kaduna,Kaduna North
20000056955,EMP_000024,Nurse,Full-time,2019-02-20,2021-07-09,False,Kaduna,Kafanchan
20000056956,EMP_000126,Procurement Officer,Full-time,2019-06-04,2021-07-23,False,Benue,Gboko
20000056957,EMP_000073,Project Manager,Part-time,2020-04-03,2020-11-29,False,Nasarawa,Lafia
20000056957,EMP_000138,Nurse,Full-time,2021-10-18,2023-04-11,False,Nasarawa,Lafia
20000056957,EMP_000199,Sales Executive,Full-time,2022-08-16,,True,Nasarawa,Lafia
20000056958,EMP_000183,Customer Support,Full-time,2020-07-21,,True,Kano,Tarauni
20000056959,EMP_000189,Logistics Coordinator,Full-time,2023-02-24,2024-09-16,False,Akwa Ibom,Uyo
20000056962,EMP_000109,Data Analyst,Full-time,2019-08-25,2021-01-16,False,Kogi,Okene
20000056962,EMP_000028,Customer Support,Contract,2020-08-11,,True,Kogi,Okene
20000056963,EMP_000017,Account Officer,Contract,2020-12-13,,True,Zamfara,Kaura Namoda
20000056964,EMP_000200,Marketing Associate,Full-time,2019-07-05,2020-04-30,False,Yobe,Potiskum
20000056967,EMP_000200,Data Analyst,Part-time,2023-04-27,2024-06-20,False,Ekiti,Ado-Ekiti
20000056968,EMP_000019,Marketing Associate,Contract,2016-09-07,2017-09-02,False,Enugu,Enugu North
20000056968,EMP_000185,Data Analyst,Full-time,2017-03-25,2017-12-20,False,Enugu,Enugu North
20000056969,EMP_000122,Sales Executive,Contract,2022-12-11,2023-12-06,False,Lagos,Ikeja
20000056971,EMP_000178,Project Manager,Full-time,2016-10-01,2018-08-22,False,Jigawa,Dutse
20000056971,EMP_000115,Sales Executive,Contract,2017-08-04,,True,Jigawa,Dutse
20000056972,EMP_000156,Operations Associate,Part-time,2016-06-13,2018-01-04,False,Yobe,Potiskum
20000056972,EMP_000160,Operations Associate,Full-time,2017-02-21,2018-09-14,False,Yobe,Potiskum
20000056973,EMP_000024,Project Manager,Full-time,2023-03-16,2025-06-03,False,Imo,Owerri Municipal
20000056975,EMP_000032,Logistics Coordinator,Full-time,2019-09-22,2021-04-14,False,Oyo,Ibadan North
20000056975,EMP_000167,Data Analyst,Full-time,2020-08-05,2021-12-28,False,Oyo,Ibadan North
20000056976,EMP_000150,Account Officer,Full-time,2022-02-21,2022-12-18,False,Ondo,Ondo West
20000056977,EMP_000176,Customer Support,Contract,2016-11-04,2017-05-03,False,Katsina,Daura
20000056977,EMP_000185,Operations Associate,Full-time,2017-06-02,2017-11-29,False,Katsina,Daura
20000056978,EMP_000121,Data Analyst,Full-time,2018-07-26,2020-10-13,False,Osun,Osogbo
20000056979,EMP_000091,Account Officer,Full-time,2020-07-01,2022-11-18,False,Edo,Oredo
20000056979,EMP_000080,Procurement Officer,Full-time,2021-12-23,2024-03-12,False,Edo,Oredo
20000056980,EMP_000111,Field Officer,Full-time,2019-04-10,,True,Abia,Aba South
20000056981,EMP_000184,Procurement Officer,Part-time,2018-08-03,2020-09-21,False,Rivers,Eleme
20000056981,EMP_000136,Teacher,Contract,2019-10-08,2020-07-04,False,Rivers,Eleme
20000056982,EMP_000091,Sales Executive,Full-time,2022-02-06,2023-08-30,False,Lagos,Yaba
20000056983,EMP_000033,Operations Associate,Full-time,2016-05-15,2017-01-10,False,Lagos,Surulere
20000056984,EMP_000135,Data Analyst,Full-time,2023-08-19,2025-04-10,False,Benue,Otukpo
20000056984,EMP_000035,Software Engineer,Full-time,2024-06-28,2025-06-23,False,Benue,Otukpo
20000056985,EMP_000148,Field Officer,Contract,2024-12-06,,True,Yobe,Damaturu
20000056986,EMP_000051,Field Officer,Full-time,2018-05-23,2019-09-15,False,Edo,Ikpoba-Okha
20000056987,EMP_000110,Data Analyst,Full-time,2017-12-21,2018-08-18,False,Kano,Fagge
20000056991,EMP_000164,Marketing Associate,Full-time,2018-05-02,2019-02-26,False,Edo,Egor
20000056992,EMP_000194,Account Officer,Contract,2021-11-11,2023-11-01,False,Zamfara,Gusau
20000056992,EMP_000167,Data Analyst,Full-time,2022-01-08,2023-11-29,False,Zamfara,Gusau
20000056994,EMP_000020,Marketing Associate,Contract,2021-07-11,2022-03-08,False,Kebbi,Birnin Kebbi
20000056995,EMP_000138,Operations Associate,Full-time,2021-12-11,2024-03-30,False,Kaduna,Zaria
20000056996,EMP_000144,Nurse,Full-time,2018-07-20,2019-04-16,False,Ekiti,Ikere
20000056997,EMP_000031,Account Officer,Full-time,2023-10-19,2025-07-10,False,Nasarawa,Keffi
20000056998,EMP_000037,Sales Executive,Contract,2023-07-02,2025-03-23,False,Ogun,Abeokuta South
20000056998,EMP_000138,Procurement Officer,Contract,2024-09-15,2026-12-04,False,Ogun,Abeokuta South
20000056999,EMP_000135,Marketing Associate,Full-time,2023-07-09,,True,Edo,Oredo
20000057000,EMP_000167,Project Manager,Full-time,2016-07-12,2018-08-31,False,Ogun,Sagamu
20000057001,EMP_000064,Account Officer,Full-time,2022-08-18,2023-08-13,False,Anambra,Onitsha North
20000057003,EMP_000068,Field Officer,Contract,2021-03-04,2021-08-31,False,Bauchi,Azare
20000057004,EMP_000106,Teacher,Part-time,2022-08-13,2024-06-03,False,Rivers,Okrika
20000057004,EMP_000088,Teacher,Full-time,2023-12-27,2024-10-22,False,Rivers,Okrika
20000057005,EMP_000163,Account Officer,Full-time,2017-02-24,2017-11-21,False,Benue,Makurdi
20000057006,EMP_000151,Logistics Coordinator,Contract,2023-03-18,2024-10-08,False,Ekiti,Ado-Ekiti
20000057007,EMP_000051,Customer Support,Full-time,2019-03-08,2020-09-28,False,Osun,Ife Central
20000057009,EMP_000147,Sales Executive,Full-time,2018-09-20,2020-06-11,False,Gombe,Kaltungo
20000057011,EMP_000198,Project Manager,Full-time,2017-01-18,2017-11-14,False,Plateau,Barkin Ladi
20000057011,EMP_000157,Customer Support,Full-time,2018-10-28,2020-05-20,False,Plateau,Barkin Ladi
20000057013,EMP_000053,Software Engineer,Full-time,2022-11-23,2023-05-22,False,Abia,Umuahia North
20000057014,EMP_000101,Logistics Coordinator,Part-time,2022-11-01,2024-03-25,False,Sokoto,Tambuwal
20000057015,EMP_000187,Sales Executive,Full-time,2023-09-05,2025-07-26,False,FCT,Kuje
20000057015,EMP_000079,Procurement Officer,Full-time,2024-10-08,2025-09-03,False,FCT,Kuje
20000057015,EMP_000097,Customer Support,Full-time,2025-02-06,,True,FCT,Kuje
20000057016,EMP_000046,Sales Executive,Full-time,2018-08-27,2020-05-18,False,Jigawa,Hadejia
20000057017,EMP_000067,Procurement Officer,Full-time,2018-04-10,2019-10-02,False,Kaduna,Kaduna North
20000057019,EMP_000190,Operations Associate,Full-time,2018-12-06,2020-12-25,False,Kebbi,Birnin Kebbi
20000057020,EMP_000179,Customer Support,Full-time,2016-07-18,2017-09-11,False,Kogi,Okene
20000057020,EMP_000055,Nurse,Contract,2017-12-22,2019-02-15,False,Kogi,Okene
20000057021,EMP_000042,Operations Associate,Full-time,2023-10-01,2025-12-19,False,Enugu,Nsukka
20000057022,EMP_000146,Marketing Associate,Contract,2017-06-06,2019-02-26,False,Ogun,Sagamu
20000057022,EMP_000036,Marketing Associate,Full-time,2018-09-01,2019-03-30,False,Ogun,Sagamu
20000057023,EMP_000146,Project Manager,Contract,2021-12-03,2023-04-27,False,Sokoto,Tambuwal
20000057025,EMP_000114,Sales Executive,Contract,2018-10-22,,True,Yobe,Potiskum
20000057026,EMP_000112,Logistics Coordinator,Full-time,2018-04-19,2019-04-14,False,Imo,Orlu
20000057026,EMP_000191,Nurse,Full-time,2019-10-13,,True,Imo,Orlu
20000057027,EMP_000013,Procurement Officer,Full-time,2020-05-16,2022-10-03,False,Ogun,Sagamu
20000057029,EMP_000105,Project Manager,Full-time,2017-05-22,2018-11-13,False,Kogi,Okene
20000057029,EMP_000012,Field Officer,Full-time,2018-11-17,2020-05-10,False,Kogi,Okene
20000057030,EMP_000154,Sales Executive,Full-time,2020-05-22,,True,Oyo,Ibadan North
20000057032,EMP_000003,Customer Support,Full-time,2016-06-23,2018-07-13,False,Niger,Minna
20000057033,EMP_000103,Field Officer,Contract,2020-03-17,2021-12-07,False,Bauchi,Azare
20000057033,EMP_000051,Data Analyst,Full-time,2021-10-20,2024-02-07,False,Bauchi,Azare
20000057034,EMP_000198,Sales Executive,Full-time,2017-09-16,2018-09-11,False,Ekiti,Ikere
20000057035,EMP_000025,Project Manager,Contract,2019-02-20,,True,Adamawa,Yola North
20000057037,EMP_000022,Marketing Associate,Contract,2021-09-23,2022-07-20,False,Lagos,Ikeja
20000057038,EMP_000149,Logistics Coordinator,Contract,2017-07-05,2019-10-23,False,Ondo,Ondo West
20000057040,EMP_000017,Nurse,Full-time,2017-03-28,2018-03-23,False,Gombe,Kaltungo
20000057040,EMP_000095,Project Manager,Full-time,2018-03-02,,True,Gombe,Kaltungo
20000057041,EMP_000105,Account Officer,Full-time,2024-08-26,2025-10-20,False,Kano,Tarauni
20000057042,EMP_000018,Logistics Coordinator,Full-time,2020-11-03,2022-01-27,False,Nasarawa,Lafia
20000057042,EMP_000120,Software Engineer,Full-time,2021-10-08,2023-05-01,False,Nasarawa,Lafia
20000057042,EMP_000059,Software Engineer,Full-time,2022-03-13,2023-06-06,False,Nasarawa,Lafia
20000057043,EMP_000176,Software Engineer,Full-time,2018-02-08,2019-01-04,False,Anambra,Onitsha North
20000057044,EMP_000085,Procurement Officer,Full-time,2019-10-27,2022-02-13,False,Delta,Oshimili South
20000057045,EMP_000057,Data Analyst,Contract,2017-03-13,2018-08-05,False,Anambra,Nnewi North
20000057045,EMP_000199,Logistics Coordinator,Full-time,2018-03-14,2019-09-05,False,Anambra,Nnewi North
20000057045,EMP_000120,Nurse,Full-time,2019-06-19,2021-09-06,False,Anambra,Nnewi North
20000057046,EMP_000136,Logistics Coordinator,Full-time,2021-10-12,2023-05-05,False,Ekiti,Ado-Ekiti
20000057050,EMP_000168,Procurement Officer,Contract,2017-07-27,2019-10-15,False,Niger,Minna
20000057050,EMP_000171,Data Analyst,Full-time,2018-01-01,2018-08-29,False,Niger,Minna
20000057051,EMP_000013,Customer Support,Full-time,2018-12-17,2019-09-13,False,Rivers,Port Harcourt
20000057052,EMP_000128,Teacher,Full-time,2016-09-16,2018-11-05,False,Kogi,Okene
20000057053,EMP_000125,Field Officer,Full-time,2017-05-26,,True,Borno,Maiduguri
20000057054,EMP_000096,Field Officer,Full-time,2022-04-16,2023-06-10,False,Borno,Biu
20000057054,EMP_000131,Project Manager,Full-time,2023-12-04,2024-11-28,False,Borno,Biu
20000057056,EMP_000109,Field Officer,Full-time,2018-09-06,2020-03-29,False,Jigawa,Hadejia
20000057056,EMP_000142,Logistics Coordinator,Full-time,2019-05-28,2020-07-21,False,Jigawa,Hadejia
20000057057,EMP_000026,Sales Executive,Full-time,2018-10-14,2019-11-08,False,Jigawa,Hadejia
20000057057,EMP_000160,Software Engineer,Full-time,2019-09-24,2020-07-20,False,Jigawa,Hadejia
20000057058,EMP_000189,Account Officer,Contract,2024-07-04,2026-12-21,False,Kano,Nassarawa
20000057058,EMP_000160,Account Officer,Full-time,2025-03-13,2026-01-07,False,Kano,Nassarawa
20000057058,EMP_000021,Customer Support,Full-time,2025-12-26,,True,Kano,Nassarawa
20000057059,EMP_000008,Customer Support,Full-time,2019-07-04,,True,Lagos,Eti-Osa
20000057061,EMP_000125,Logistics Coordinator,Full-time,2020-09-01,2021-07-28,False,Adamawa,Yola North
20000057062,EMP_000137,Software Engineer,Full-time,2019-11-21,2021-05-14,False,Adamawa,Yola North
20000057062,EMP_000035,Project Manager,Part-time,2020-11-23,2023-05-12,False,Adamawa,Yola North
20000057063,EMP_000091,Teacher,Contract,2022-06-07,2023-08-31,False,Ekiti,Ado-Ekiti
20000057064,EMP_000180,Marketing Associate,Part-time,2021-10-16,2022-05-14,False,Sokoto,Tambuwal
20000057066,EMP_000137,Operations Associate,Part-time,2020-12-28,,True,Ebonyi,Afikpo North
20000057067,EMP_000077,Software Engineer,Contract,2017-05-07,2019-09-24,False,Ondo,Akure South
20000057072,EMP_000144,Customer Support,Full-time,2024-11-23,2026-05-17,False,Ondo,Ondo West
20000057073,EMP_000004,Nurse,Part-time,2023-06-21,2025-02-10,False,Bayelsa,Ogbia
20000057074,EMP_000192,Logistics Coordinator,Full-time,2024-09-26,,True,Yobe,Damaturu
20000057075,EMP_000146,Customer Support,Full-time,2024-05-15,2025-07-09,False,Kebbi,Birnin Kebbi
20000057076,EMP_000050,Data Analyst,Full-time,2024-01-02,,True,Kaduna,Kaduna North
20000057079,EMP_000180,Teacher,Contract,2022-10-10,2023-05-08,False,Edo,Egor
20000057079,EMP_000028,Field Officer,Contract,2023-12-12,2024-07-09,False,Edo,Egor
20000057081,EMP_000010,Teacher,Full-time,2020-08-19,2021-09-13,False,Lagos,Eti-Osa
20000057083,EMP_000005,Software Engineer,Full-time,2017-12-07,2020-03-26,False,Borno,Biu
20000057083,EMP_000180,Marketing Associate,Full-time,2018-01-10,,True,Borno,Biu
20000057085,EMP_000156,Software Engineer,Full-time,2023-06-22,2024-11-13,False,Kebbi,Argungu
20000057088,EMP_000167,Field Officer,Full-time,2016-09-27,,True,Rivers,Eleme
20000057089,EMP_000054,Sales Executive,Contract,2018-04-03,2019-01-28,False,Kano,Gwale
20000057090,EMP_000046,Project Manager,Contract,2023-11-16,2026-01-04,False,Abia,Aba South
20000057090,EMP_000014,Operations Associate,Full-time,2024-07-15,,True,Abia,Aba South
20000057091,EMP_000194,Customer Support,Full-time,2018-12-14,,True,Niger,Suleja
20000057094,EMP_000016,Field Officer,Contract,2017-12-21,2019-08-13,False,Zamfara,Kaura Namoda
20000057095,EMP_000026,Logistics Coordinator,Contract,2021-03-19,2022-02-12,False,Osun,Ilesa East
20000057096,EMP_000182,Project Manager,Full-time,2019-05-09,2019-11-05,False,Abia,Aba South
20000057096,EMP_000086,Software Engineer,Full-time,2020-01-12,2022-06-30,False,Abia,Aba South
20000057096,EMP_000026,Nurse,Full-time,2021-05-19,2023-05-09,False,Abia,Aba South
20000057097,EMP_000113,Account Officer,Full-time,2021-03-24,2022-05-18,False,Cross River,Calabar Municipal
20000057097,EMP_000165,Nurse,Full-time,2022-07-23,2023-10-16,False,Cross River,Calabar Municipal
20000057097,EMP_000074,Field Officer,Part-time,2023-12-08,2025-05-31,False,Cross River,Calabar Municipal
20000057098,EMP_000045,Account Officer,Full-time,2024-02-28,2025-01-23,False,Oyo,Ogbomosho North
20000057098,EMP_000068,Account Officer,Full-time,2025-01-06,2025-11-02,False,Oyo,Ogbomosho North
20000057098,EMP_000016,Project Manager,Full-time,2025-07-23,2027-07-13,False,Oyo,Ogbomosho North
20000057099,EMP_000032,Customer Support,Contract,2020-06-04,,True,Ondo,Ondo West
20000057100,EMP_000090,Data Analyst,Full-time,2024-12-01,2026-06-24,False,Ogun,Ado-Odo/Ota
20000057100,EMP_000039,Data Analyst,Full-time,2025-07-09,2026-05-05,False,Ogun,Ado-Odo/Ota
20000057101,EMP_000100,Operations Associate,Full-time,2022-11-09,2024-09-29,False,Bauchi,Azare
20000057102,EMP_000180,Software Engineer,Contract,2020-01-14,2020-10-10,False,Kebbi,Birnin Kebbi
20000057104,EMP_000200,Field Officer,Full-time,2020-03-21,2020-09-17,False,Lagos,Ikeja
