transaction_id,from_account,to_name,to_account,amount,currency,transaction_type,narration,status,transaction_date,session_id
T7714,89198796284,Ibrahim Abdul Adeyemi,07124201423,88142,NGN,refund,REFUND,SUCCESS,2023-06-17T00:00:00,4338801485536646
T7715,64527909351,Hadiza Ahmed,92403961932,60891,NGN,purchase,PURCHASE,SUCCESS,2023-05-07T00:00:00,9519318015991105
T7716,75750309883,Hadiza Okoye,74630524228,9814,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-07-15T00:00:00,6164364213997568
T7717,53912537000,Zola Limited,02814854157,99186,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2023-11-15T00:00:00,0038628180423296
T7718,49608748741,Kobo Limited,64223246993,15806,NGN,gift,GIFT,SUCCESS,2024-06-10T00:00:00,9346253209960685
T7719,08185607994,Zola POS,44453508349,53918,NGN,tax,TAX,SUCCESS,2021-01-23T00:00:00,8490638167970832
T7720,48632225468,Adean POS,37905524412,52213,NGN,salary,SALARY,SUCCESS,2025-05-25T00:00:00,5391574397101322
T7721,18617542694,Hadiza Ahmed,42576687413,65538,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-04-22T00:00:00,6534542818108933
T7722,55418011961,McVine Limited,42306272460,22726,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-07-19T00:00:00,5842414524063288
T7723,93714261002,McVine POS,02511749351,34283,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-05-26T00:00:00,1741966791260672
T7724,88321304385,Adean Limited,95351595162,67424,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-06-15T00:00:00,6157286306076159
T7725,81105780492,Kobo Limited,64223246993,59604,NGN,purchase,PURCHASE,SUCCESS,2020-03-23T00:00:00,6593945369181550
T7726,79143743556,Zola Limited,35686409564,98947,NGN,salary,SALARY,SUCCESS,2024-05-11T00:00:00,8969005060764012
T7727,08484692601,Hadiza Okoye,49012817231,95988,NGN,purchase,PURCHASE,SUCCESS,2021-03-05T00:00:00,4369195176839695
T7728,85438199116,Adean Limited,95351595162,70513,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-08-19T00:00:00,5208466745933797
T7729,02637704414,Zola Limited,95763529825,6986,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-04-23T00:00:00,7560624335466688
T7730,09850592623,Zola Limited,02814854157,11292,NGN,subscription,SUBSCRIPTION,SUCCESS,2020-02-24T00:00:00,2410231654780655
T7731,16475802915,Zola Limited,12486873382,10956999,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-05-17T00:00:00,7669411706983524
T7732,18168228510,Yemi Adebayo,58460440138,16605,NGN,tax,TAX,SUCCESS,2020-10-07T00:00:00,3352432673710231
T7733,66237841835,Chinedu Ahmed,44384115669,96523,NGN,salary,SALARY,SUCCESS,2021-10-22T00:00:00,3228243291607266
T7734,56413981961,Yemi James Bello,14985773553,95035,NGN,tax,TAX,SUCCESS,2025-11-11T00:00:00,0895072341349424
T7735,71773593633,Chukwudi Danladi,47821224180,15863,NGN,gift,GIFT,SUCCESS,2022-11-07T00:00:00,4226566000575753
T7736,72630365968,Kobo Limited,64223246993,69840,NGN,tax,TAX,SUCCESS,2025-01-07T00:00:00,9214428303760755
T7737,00285527471,Funke James Balogun,62616219528,3119,NGN,refund,REFUND,SUCCESS,2025-08-31T00:00:00,3391169424828613
T7738,25583371090,McVine POS,64673941740,94314,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-02-12T00:00:00,0663601575592593
T7739,08760201609,Zola Limited,12486873382,28903,NGN,purchase,PURCHASE,SUCCESS,2020-01-22T00:00:00,8008314658275720
T7740,77376303424,Tunde Abdul Adebayo,96747777585,2074,NGN,tax,TAX,SUCCESS,2023-05-16T00:00:00,9281100048675926
T7741,65323274848,Benson Abdul Sadiq,87218987005,81398,NGN,gift,GIFT,SUCCESS,2025-12-22T00:00:00,3877275623961338
T7742,77946131833,Yemi Johnson,16193477149,55728,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-11-02T00:00:00,8390288079716669
T7743,16774810538,Sola Danladi,55290129421,92441,NGN,salary,SALARY,SUCCESS,2024-08-22T00:00:00,8239055356836112
T7744,19935545207,Chinedu Okoye,14138540250,25518,NGN,gift,GIFT,SUCCESS,2022-09-19T00:00:00,9815458727407846
T7745,19505214624,Benson Balogun,24277927695,71867,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-04-05T00:00:00,2111063183070643
T7746,51876653159,Adebayo Lawal,06071601170,7444434,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2021-08-30T00:00:00,5245903079606874
T7747,23885778424,Adean Limited,82878307132,62538,NGN,salary,SALARY,SUCCESS,2022-01-22T00:00:00,2907219899242473
T7748,19757188961,Zola Limited,12486873382,58056,NGN,salary,SALARY,SUCCESS,2022-01-20T00:00:00,8371468490296702
T7749,69073362384,Sola Marie Adebayo,04607041153,36985,NGN,gift,GIFT,SUCCESS,2021-07-25T00:00:00,8527707129841569
T7750,38012778262,McVine POS,26049363106,2935,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-06-14T00:00:00,7105094994391231
T7751,16193477149,Sola Ahmed,35033180719,26579,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-01-22T00:00:00,6461091696353778
T7752,56819337955,Chukwudi Danladi,09329337803,5315221,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-08-28T00:00:00,4291317007912375
T7753,29641431179,Kobo POS,64430006350,2272803,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2020-10-24T00:00:00,6048878721307036
T7754,22656701006,Adebayo James Lawal,24386724952,27462,NGN,refund,REFUND,SUCCESS,2023-08-29T00:00:00,1502366246442392
T7755,72024788518,Adean Limited,36096287809,83278,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-05-01T00:00:00,8872394607358120
T7756,81424039274,Adebayo Bello,25795423005,91353,NGN,refund,REFUND,SUCCESS,2024-01-14T00:00:00,2618871643009581
T7757,14985773553,Zola Limited,95763529825,16548,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2024-09-28T00:00:00,5908783706023192
T7758,75121705385,Funke Bello,06829541730,36338,NGN,gift,GIFT,SUCCESS,2021-12-10T00:00:00,9585333575204437
T7759,82428825665,Kobo Limited,37098022980,57929,NGN,salary,SALARY,SUCCESS,2023-05-18T00:00:00,0825087602429389
T7760,91729180768,Ngozi Lawal,06279069453,46264,NGN,gift,GIFT,SUCCESS,2020-09-24T00:00:00,8110610440543603
T7761,61268010111,Kobo POS,64430006350,57220,NGN,gift,GIFT,SUCCESS,2025-11-17T00:00:00,8319883854750904
T7762,48457976098,Ngozi Abdul Adebayo,91568481254,48706,NGN,salary,SALARY,SUCCESS,2020-12-12T00:00:00,9748739401566291
T7763,38345126963,Oluwatobi Lawal,02070503890,12367,NGN,gift,GIFT,SUCCESS,2020-05-25T00:00:00,0453047381489351
T7764,92576870644,Adebayo Sadiq,64984755703,59984,NGN,refund,REFUND,SUCCESS,2021-09-17T00:00:00,8121277575731712
T7765,51797982025,Benson Abdul Bello,34409375882,9305418,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-05-21T00:00:00,2751404697175138
T7766,24184369781,Yemi Balogun,08127387209,35722,NGN,subscription,SUBSCRIPTION,SUCCESS,2021-08-10T00:00:00,5295154306197426
T7767,82997961287,McVine Limited,39888226182,20861,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2025-12-02T00:00:00,2479347418904813
T7768,10557911709,Hadiza Okoye,80768936395,29235,NGN,purchase,PURCHASE,SUCCESS,2022-08-25T00:00:00,6871520970861383
T7769,91959273518,Sadiq Balogun,82055210201,47129,NGN,gift,GIFT,SUCCESS,2025-04-14T00:00:00,6382323546574984
T7770,49012817231,Zola Limited,35686409564,62762,NGN,tax,TAX,SUCCESS,2021-07-02T00:00:00,9662889792265689
T7771,01199077217,Sola Peter Sadiq,67764120703,83325,NGN,gift,GIFT,SUCCESS,2023-09-28T00:00:00,5857939288651849
T7772,18400017128,Kobo POS,64430006350,14755,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-01-13T00:00:00,0940153047595214
T7773,17039595530,Adean Limited,82878307132,91540,NGN,tax,TAX,SUCCESS,2024-04-23T00:00:00,8549180965699488
T7774,81426622487,Funke Olu Danladi,98888917118,96589,NGN,tax,TAX,SUCCESS,2024-01-25T00:00:00,7162458146052268
T7775,26952045773,Blessing Olu Ahmed,29641431179,95633,NGN,refund,REFUND,SUCCESS,2021-12-24T00:00:00,1079483488256777
T7776,23885778424,Chukwudi Balogun,60094208438,42882,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-04-11T00:00:00,4801989021268279
T7777,56679614461,Benson Adeyemi,88408690925,54501,NGN,salary,SALARY,SUCCESS,2024-09-13T00:00:00,8624340101551267
T7778,03032960240,Chukwudi Abdul Bello,87921224805,73469,NGN,refund,REFUND,SUCCESS,2023-10-31T00:00:00,4238180502297792
T7779,51950460023,Chinedu Danladi,38833272768,23876,NGN,refund,REFUND,SUCCESS,2023-06-29T00:00:00,5104147089651604
T7780,04771868059,Chinedu Danladi,53790927634,63378,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-06-18T00:00:00,9143875736167776
T7781,13130419368,Adean POS,37905524412,17020,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-06-22T00:00:00,1282994828086737
T7782,41594746010,Yemi James Okoye,54023497559,85538,NGN,gift,GIFT,SUCCESS,2025-06-12T00:00:00,8714851323846793
T7783,53848399423,Zola POS,65043339563,23570,NGN,salary,SALARY,SUCCESS,2020-03-21T00:00:00,1723990223589781
T7784,50818240586,Kobo Limited,37098022980,68303,NGN,gift,GIFT,SUCCESS,2023-12-07T00:00:00,1602063155077866
T7785,04771868059,McVine POS,26049363106,62984,NGN,purchase,PURCHASE,SUCCESS,2023-08-15T00:00:00,2459571654894552
T7786,16187527239,Chukwudi Abdul Okafor,25795423005,58795,NGN,salary,SALARY,SUCCESS,2025-11-12T00:00:00,2002148846751697
T7787,63499887522,Oluwatobi Abdul Johnson,96747777585,46760,NGN,gift,GIFT,SUCCESS,2021-01-16T00:00:00,4583301079221683
T7788,19188470225,Adean Limited,95351595162,87553,NGN,tax,TAX,SUCCESS,2025-01-25T00:00:00,2964378889699599
T7789,76083451996,Zola Limited,12486873382,42316,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-07-22T00:00:00,8280372411646911
T7790,39946613678,Adebayo Peter Lawal,46800411490,62233,NGN,refund,REFUND,SUCCESS,2020-04-12T00:00:00,8349686933875218
T7791,86441364285,Oluwatobi Bello,64710785297,58149,NGN,gift,GIFT,SUCCESS,2023-09-23T00:00:00,6213478556334451
T7792,19987657060,Sadiq James Ogun,26081525708,26749,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-11-02T00:00:00,6971552971966137
T7793,49247173050,Sadiq Marie Johnson,53790927634,25235,NGN,tax,TAX,SUCCESS,2023-08-25T00:00:00,1064646851128914
T7794,09936431317,Adean Limited,82878307132,11856061,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2024-09-08T00:00:00,5506456680524580
T7795,83937196625,Adean Limited,95351595162,90577,NGN,refund,REFUND,SUCCESS,2020-12-13T00:00:00,0509460644661394
T7796,60874035654,Ibrahim Okafor,19604747835,51221,NGN,refund,REFUND,SUCCESS,2021-01-21T00:00:00,5494204500917586
T7797,16475802915,Sola Olu Okafor,82426979516,33558,NGN,tax,TAX,SUCCESS,2020-05-21T00:00:00,2136817739490841
T7798,77946131833,Adean Limited,82878307132,77764,NGN,refund,REFUND,SUCCESS,2025-09-10T00:00:00,9744489212148411
T7799,18011766182,McVine POS,02511749351,3509490,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-04-28T00:00:00,8007902590861071
T7800,38019436065,Blessing Okafor,55418011961,21055,NGN,refund,REFUND,SUCCESS,2025-08-25T00:00:00,1837133383374497
T7801,09850592623,Adean POS,97924636869,2954,NGN,gift,GIFT,SUCCESS,2021-02-24T00:00:00,2575066379820572
T7802,57445661877,Ibrahim Olu Sadiq,51006043683,83820,NGN,purchase,PURCHASE,SUCCESS,2024-09-18T00:00:00,4531706288838794
T7803,22245236604,Sola Abdul Johnson,12718966266,78456,NGN,salary,SALARY,SUCCESS,2023-06-08T00:00:00,7587303090248638
T7804,79445010696,Chinedu Marie Ogun,51536373493,94664,NGN,refund,REFUND,SUCCESS,2025-07-21T00:00:00,7369219213514446
T7805,25462675693,McVine Limited,42306272460,26433,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-01-04T00:00:00,9852742530018190
T7806,66010363306,Adean POS,37905524412,9102953,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-02-11T00:00:00,1662845336422773
T7807,86251456878,Zola POS,44453508349,76683,NGN,tax,TAX,SUCCESS,2025-10-12T00:00:00,9405783800382133
T7808,23261885742,Blessing Olu Ahmed,03275796822,26512,NGN,purchase,PURCHASE,SUCCESS,2022-10-16T00:00:00,9503977744516957
T7809,68726011316,Sadiq Peter Sadiq,13287095799,74624,NGN,salary,SALARY,SUCCESS,2021-05-01T00:00:00,0025171550975508
T7810,18103930427,McVine POS,64673941740,98900,NGN,salary,SALARY,SUCCESS,2025-05-14T00:00:00,7214262654652263
T7811,20769612409,Benson Peter Danladi,99373442738,11268133,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2023-04-25T00:00:00,2116829689043578
T7812,19844616875,Zola Limited,02814854157,58778,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-03-08T00:00:00,4068934656757172
T7813,24885881630,Adean POS,37905524412,23406,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-08-28T00:00:00,0193003579821654
T7814,78801199257,Ngozi Adeyemi,75454825326,46695,NGN,gift,GIFT,SUCCESS,2023-06-03T00:00:00,1620324491696181
T7815,36423617333,Kobo Limited,37098022980,45639,NGN,gift,GIFT,SUCCESS,2022-03-24T00:00:00,8019159896578282
T7816,39167806270,Adebayo Okafor,01649071103,54383,NGN,purchase,PURCHASE,SUCCESS,2020-05-30T00:00:00,5009173178274847
T7817,68740066714,Sola Bello,48632225468,82524,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-01-12T00:00:00,1621973118566827
T7818,18400017128,Prime Limited,67632630482,72938,NGN,tax,TAX,SUCCESS,2023-10-02T00:00:00,9835105989154492
T7819,85438199116,Prime Limited,67632630482,42460,NGN,salary,SALARY,SUCCESS,2021-11-21T00:00:00,6591822525028472
T7820,51825698555,Prime Limited,70576783882,31297,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2023-02-17T00:00:00,2045339097659640
T7821,29648822575,Ngozi Adebayo,45081178617,34301,NGN,tax,TAX,SUCCESS,2022-01-25T00:00:00,8955736824967439
T7822,41656216894,Funke Adeyemi,58309701361,82227,NGN,salary,SALARY,SUCCESS,2020-02-06T00:00:00,3924890034853513
T7823,90083653257,Adean Limited,36096287809,13319,NGN,refund,REFUND,SUCCESS,2021-11-06T00:00:00,4339577150060775
T7824,24184369781,Chinedu James Sadiq,36641337697,30692,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-06-05T00:00:00,0454124060793779
T7825,04293069861,Chukwudi Olu Lawal,95827723585,9559739,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-02-01T00:00:00,0573757272216867
T7826,17048571444,Benson Balogun,22459400901,33601,NGN,tax,TAX,SUCCESS,2021-04-15T00:00:00,1416884676149023
T7827,69275426232,Funke Okoye,86875935868,55194,NGN,tax,TAX,SUCCESS,2021-02-09T00:00:00,9615033745120330
T7828,98620582128,Kobo POS,64430006350,8211,NGN,salary,SALARY,SUCCESS,2022-10-08T00:00:00,3194153162008969
T7829,10560350300,Ngozi Marie Bello,92980144725,96438,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2021-09-13T00:00:00,0109352197125407
T7830,14442492486,Prime Limited,67632630482,80312,NGN,tax,TAX,SUCCESS,2022-03-27T00:00:00,5688422367094480
T7831,63294710441,McVine Limited,39888226182,20819,NGN,tax,TAX,SUCCESS,2023-09-03T00:00:00,1060539477584392
T7832,13107767186,Sadiq Abdul Ogun,16264583250,27353,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-01-02T00:00:00,0083391608526763
T7833,01548674368,Kobo Limited,64223246993,10752,NGN,tax,TAX,SUCCESS,2020-09-13T00:00:00,3471018954684720
T7834,49784877697,Prime Limited,58080644565,12059,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-01-14T00:00:00,2683754317026693
T7835,63958148977,Oluwatobi Johnson,33408044661,55719,NGN,gift,GIFT,SUCCESS,2022-04-05T00:00:00,3790074725517184
T7836,20711401645,Tunde Ogun,98759408914,98706,NGN,subscription,SUBSCRIPTION,SUCCESS,2022-04-29T00:00:00,9675100247224767
T7837,66395202624,Adean POS,87442137541,1144807,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-01-18T00:00:00,1589748799089732
T7838,66932944937,Ibrahim Sadiq,37446300401,49859,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-09-13T00:00:00,7367053079683839
T7839,12621758843,Zola Limited,35686409564,73138,NGN,purchase,PURCHASE,SUCCESS,2024-09-09T00:00:00,7576512743281157
T7840,24114380351,Ngozi Okafor,87921224805,63380,NGN,refund,REFUND,SUCCESS,2023-03-13T00:00:00,9770829000039299
T7841,10456189025,Chukwudi Okoye,12170074530,37790,NGN,salary,SALARY,SUCCESS,2021-09-02T00:00:00,4369213656658479
T7842,31858272848,Oluwatobi Ahmed,65560183694,33316,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-05-28T00:00:00,1324865294140342
T7843,16226571311,Ibrahim Danladi,35318041444,90463,NGN,refund,REFUND,SUCCESS,2024-10-15T00:00:00,9490238745239617
T7844,56177306428,Adean Limited,95351595162,51784,NGN,tax,TAX,SUCCESS,2020-07-04T00:00:00,7512721935487478
T7845,42871422713,Adean Limited,25545459800,58034,NGN,subscription,SUBSCRIPTION,SUCCESS,2021-12-09T00:00:00,5894747496663977
T7846,70412606894,Ibrahim Balogun,86719576937,12231,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-05-29T00:00:00,1190082287755363
T7847,46097037387,Zola Limited,12486873382,43216,NGN,tax,TAX,SUCCESS,2024-04-03T00:00:00,3235090500944959
T7848,60372206895,McVine Limited,42306272460,84398,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2024-07-31T00:00:00,1594415785590831
T7849,48126626100,Kobo POS,64430006350,49915,NGN,refund,REFUND,SUCCESS,2023-10-21T00:00:00,0034709641118515
T7850,61648631733,Blessing Marie Okafor,69073362384,65769,NGN,salary,SALARY,SUCCESS,2021-03-03T00:00:00,0504257210321529
T7851,81153203338,Adean POS,87442137541,39781,NGN,purchase,PURCHASE,SUCCESS,2021-10-27T00:00:00,8567417994344365
T7852,42871422713,Kobo Limited,64223246993,58388,NGN,gift,GIFT,SUCCESS,2024-07-04T00:00:00,7615312728286038
T7853,37999940202,Funke Ahmed,42797308694,76753,NGN,gift,GIFT,SUCCESS,2021-09-21T00:00:00,3941107034467978
T7854,68444092829,Yemi Adebayo,62238361709,82162,NGN,salary,SALARY,SUCCESS,2021-08-20T00:00:00,8315720262511712
T7855,24128264611,Adebayo Ogun,00046099049,17864,NGN,subscription,SUBSCRIPTION,SUCCESS,2024-11-10T00:00:00,4655970117119185
T7856,87928672383,Prime Limited,67632630482,3506298,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-10-10T00:00:00,7271262490703780
T7857,83524302204,Prime Limited,58080644565,53632,NGN,purchase,PURCHASE,SUCCESS,2021-11-19T00:00:00,4851289841640595
T7858,20988455872,Chinedu Ogun,36968565082,17292,NGN,gift,GIFT,SUCCESS,2023-06-04T00:00:00,4167956106306679
T7859,34768249488,Chinedu Adebayo,77679068230,45507,NGN,gift,GIFT,SUCCESS,2024-06-27T00:00:00,9330260238541090
T7860,14752483944,Adean Limited,36096287809,45769,NGN,tax,TAX,SUCCESS,2021-02-06T00:00:00,4569262770789134
T7861,81101062020,Blessing Marie Okafor,96946051585,17219,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-12-02T00:00:00,1780515216028215
T7862,41191853375,Blessing Olu Okoye,89019949525,24363,NGN,salary,SALARY,SUCCESS,2024-02-26T00:00:00,5502469048660498
T7863,02178808405,Oluwatobi Adebayo,92576870644,73367,NGN,tax,TAX,SUCCESS,2024-12-01T00:00:00,7208207582700080
T7864,13319769379,Zola POS,65043339563,19248,NGN,purchase,PURCHASE,SUCCESS,2022-04-17T00:00:00,0772088670854249
T7865,87218987005,Prime Limited,58080644565,78725,NGN,salary,SALARY,SUCCESS,2022-02-09T00:00:00,7739329119140602
T7866,99033324876,Adean Limited,95351595162,41573,NGN,purchase,PURCHASE,SUCCESS,2021-10-20T00:00:00,6285314240034255
T7867,68924772180,Chukwudi Adeyemi,06469042376,3548190,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-04-04T00:00:00,8268515507773344
T7868,92174462486,Ibrahim Bello,63380255807,30938,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-12-02T00:00:00,0231030037580915
T7869,98888917118,Oluwatobi Johnson,69830555382,39914,NGN,gift,GIFT,SUCCESS,2022-03-05T00:00:00,0940802652805354
T7870,73653527095,Adean POS,37905524412,41462,NGN,purchase,PURCHASE,SUCCESS,2021-07-21T00:00:00,2256294447120884
T7871,16319660399,Adean Limited,95351595162,27934,NGN,gift,GIFT,SUCCESS,2023-07-29T00:00:00,4560812315846052
T7872,30967582608,Adean POS,87442137541,35499,NGN,refund,REFUND,SUCCESS,2021-08-17T00:00:00,1113474944523042
T7873,55378014605,Adean POS,37905524412,11187433,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-10-21T00:00:00,4995568073785907
T7874,06298026219,Adean POS,87442137541,65750,NGN,salary,SALARY,SUCCESS,2021-06-19T00:00:00,3040884973202704
T7875,17741620733,Sola James Danladi,78118168666,28853,NGN,refund,REFUND,SUCCESS,2024-10-18T00:00:00,5599065028220873
T7876,01973499235,Oluwatobi Peter Balogun,77071324676,49877,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-12-19T00:00:00,0868054758964331
T7877,26755874119,Kobo Limited,37098022980,66710,NGN,subscription,SUBSCRIPTION,SUCCESS,2021-11-03T00:00:00,6819995378967861
T7878,64095635242,Kobo Limited,64223246993,22552,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2024-09-11T00:00:00,4280664580487634
T7879,37228960979,Yemi Adebayo,82428825665,18084,NGN,salary,SALARY,SUCCESS,2020-03-27T00:00:00,5201787421840538
T7880,38491120603,McVine Limited,39888226182,87948,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2024-03-10T00:00:00,2726122018014465
T7881,77230728691,Yemi Marie Lawal,26352897469,48977,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-01-19T00:00:00,1994644187236401
T7882,80768936395,Blessing James Bello,00846307595,16417,NGN,salary,SALARY,SUCCESS,2021-09-18T00:00:00,4992053493781374
T7883,41108927649,Chukwudi Adebayo,82930051710,26546,NGN,purchase,PURCHASE,SUCCESS,2025-10-07T00:00:00,6726414089612116
T7884,15869079551,Adean POS,37905524412,59788,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2024-11-02T00:00:00,3109340531782815
T7885,18949664247,Kobo Limited,37098022980,9025074,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-04-12T00:00:00,1965454490298281
T7886,18168228510,Chinedu James Danladi,39631618601,38637,NGN,salary,SALARY,SUCCESS,2020-11-30T00:00:00,1523367189091596
T7887,79842298273,Zola POS,65043339563,5950608,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2024-02-28T00:00:00,2795174936892955
T7888,83061212806,Zola POS,65043339563,39097,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2021-07-03T00:00:00,5554683493278735
T7889,41051137079,Kobo Limited,37098022980,92420,NGN,purchase,PURCHASE,SUCCESS,2023-01-04T00:00:00,3485050514994684
T7890,98841302180,Adebayo Sadiq,98281701811,53442,NGN,purchase,PURCHASE,SUCCESS,2025-05-28T00:00:00,8641394720626957
T7891,76395612320,Kobo Limited,64223246993,26236,NGN,refund,REFUND,SUCCESS,2022-03-07T00:00:00,3078932292726488
T7892,80069974068,Funke Bello,65323274848,77428,NGN,purchase,PURCHASE,SUCCESS,2025-01-12T00:00:00,9564249386217461
T7893,13287095799,Funke James Balogun,98841302180,61811,NGN,purchase,PURCHASE,SUCCESS,2023-05-29T00:00:00,3654722326777414
T7894,43945568682,McVine POS,74267250079,10708507,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2025-01-17T00:00:00,8292173420522770
T7895,78785057456,McVine POS,74267250079,32773,NGN,refund,REFUND,SUCCESS,2021-09-09T00:00:00,1934851693346514
T7896,24536468083,Zola Limited,12486873382,65855,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2020-04-28T00:00:00,6525203924174602
T7897,54635153343,Hadiza Danladi,56235781119,42298,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2020-04-05T00:00:00,0417417463649736
T7898,53848399423,McVine POS,26049363106,44304,NGN,refund,REFUND,SUCCESS,2021-04-18T00:00:00,9540156249365821
T7899,59144057520,Adean POS,37905524412,5192,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2023-03-27T00:00:00,5042751985624653
T7900,11734726267,Sola James Danladi,97776995894,4689029,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-03-30T00:00:00,4306811230105536
T7901,36656315572,McVine Limited,84629523996,22001,NGN,refund,REFUND,SUCCESS,2023-12-29T00:00:00,9229600625815345
T7902,08185607994,Adean Limited,82878307132,82763,NGN,tax,TAX,SUCCESS,2025-12-21T00:00:00,7757465564676880
T7903,96489808551,Adean Limited,82878307132,19987,NGN,pos_withdrawal,POS_WITHDRAWAL,SUCCESS,2025-07-31T00:00:00,0519160596440053
T7904,43829694178,Oluwatobi Lawal,91729180768,63249,NGN,salary,SALARY,SUCCESS,2022-02-11T00:00:00,4884090872678477
T7905,57252070773,Adean Limited,82878307132,8879,NGN,loan_repayment,LOAN_REPAYMENT,SUCCESS,2022-12-21T00:00:00,0067972245960011
T7906,88321304385,Sola Peter Sadiq,90900136580,54170,NGN,tax,TAX,SUCCESS,2020-06-02T00:00:00,2009096477952638
T7907,47497795203,Zola Limited,02814854157,89440,NGN,refund,REFUND,SUCCESS,2021-10-16T00:00:00,1854259732981677
T7908,08943762799,McVine POS,02511749351,3860,NGN,refund,REFUND,SUCCESS,2020-08-10T00:00:00,7988979532768883
T7909,04035304624,Blessing Olu Ahmed,20988455872,2472572,NGN,business_purchase,BUSINESS_PURCHASE,SUCCESS,2022-05-09T00:00:00,8532753486557753
T7910,86857202856,Prime Limited,67632630482,93829,NGN,purchase,PURCHASE,SUCCESS,2024-05-23T00:00:00,1854595110945248
T7911,86581095098,McVine POS,74267250079,41686,NGN,subscription,SUBSCRIPTION,SUCCESS,2020-11-21T00:00:00,9723051434728140
T7912,33814943849,Funke Okoye,35644741572,41161,NGN,salary,SALARY,SUCCESS,2021-06-04T00:00:00,2412662012316920
T7913,13993582832,Chukwudi Adebayo,35293340911,87049,NGN,subscription,SUBSCRIPTION,SUCCESS,2023-12-06T00:00:00,2497641848179751
